organisation_alias_id,organisation_entity_id,alias,org_ref,role,source_activity_count,source_layer
org_alias_e1dcd647a72d,org_609048eb8d04,SI East Africa (Kenya),,implementing,1,canonical
org_alias_1d7739949ce7,org_b54cd540cb9f,SI East Africa (Uganda),SI East Africa (Uganda),implementing,1,canonical
org_alias_878521fc2957,org_e0295a5fb291,SIIQQEE WOMENS DEVELOPMENT ASSOCIATION,XM-DAC-41122-VN-249994,implementing,1,canonical
org_alias_a89f380fc017,org_08f9668061e0,SKCH,XM-DAC-69-2,accountable,1,canonical
org_alias_39f9d3a22385,org_e6e4db952339,SNRS AGENCY OF VITAL EVENTS REGISTRATION,XM-DAC-41122-VN-242856,implementing,1,canonical
org_alias_c159b8128654,org_57303ff933f9,SNRS ATTORNEY GENERAL,XM-DAC-41122-VN-242857,implementing,1,canonical
org_alias_1db608c13c8c,org_e111d7d85d4d,SNRS BUREAU OF WOMEN CHILDREN AND YOUTH AFFAIR,XM-DAC-41122-VN-242829,implementing,1,canonical
org_alias_619f9d81317f,org_e7945f9a4981,SNRS DISASTER RISK MANAGEMENT COMMISSION,XM-DAC-41122-VN-242841,implementing,1,canonical
org_alias_5aa30d8fb5f0,org_c0ccd7ab2fc1,SOLIDARITE DES ASSOCIATIONS FEMININES POUR LES DROITS DE LA,XM-DAC-41122-VN-201425,implementing,1,canonical
org_alias_4d78f6b8923d,org_4bf58d4693fb,SOLIDARITES INTERNATIONAL,,implementing,1,canonical
org_alias_753baade6564,org_be145dd61c1a,SOMALI REGIONAL STATE ATTORNEY GENERAL,XM-DAC-41122-VN-227561,implementing,1,canonical
org_alias_8386be03b46f,org_87591d205a4c,SOMALI REGIONAL STATE BUREAU OF FINANCE AND ECONOMIC DEVELOPMENT,XM-DAC-41122-VN-203781,implementing,1,canonical
org_alias_0bfc944dff35,org_89cb792307d4,SOMALI REGIONAL STATE BUREAU OF LABOUR AND SOCIAL AFFAIRS,XM-DAC-41122-VN-203780,implementing,1,canonical
org_alias_c3d41ef8e703,org_b331d7a14430,SOMALI REGIONAL STATE BUREAU OF WOMEN AND CHILD AFFAIRS,XM-DAC-41122-VN-203778,implementing,1,canonical
org_alias_9ea3940acb05,org_0b1e43577303,SOMALI REGIONAL STATE DISASTER RISK RISK MANAGEMENT BUREAU,XM-DAC-41122-VN-203776,implementing,1,canonical
org_alias_3d00f551babb,org_5ac09d37f4b8,SOMALI RELIEF CENTER,XM-DAC-41122-VN-223630,implementing,1,canonical
org_alias_453609c5ccac,org_9dfae294d0b7,SOS Children's Villages of Ethiopia,,implementing,1,canonical
org_alias_ddbf4989bae3,org_5ff7d62a5491,SOS ITALIA,IT-CF-80017510225,reporting,1,canonical
org_alias_ced2b688a785,org_26fb0e85c7cf,SOS-Kinderdörfer weltweit Hermann-Gmeiner-Fonds Deutschland e.V.,,implementing,1,canonical
org_alias_08044942438a,org_919c28e6a34a,SOUTH CENTRAL SOMALIA AIDS COMMISION,XM-DAC-41122-VN-233055,implementing,1,canonical
org_alias_ab8a1a7d0375,org_33c76b9f2844,SOUTH SUDAN COUNCIL OF CHURCHES,XM-DAC-41122-VN-242034,implementing,1,canonical
org_alias_592d08516d3c,org_61f6d99dc51e,SOUTH WEST ETHIOPIAN REGION AGENCY VITAL EVENTS REGISTRATION,XM-DAC-41122-VN-245073,implementing,1,canonical
org_alias_7003e6edcd32,org_a3c84b8f8bf2,SOUTH WEST ETHIOPIAN REGION BUREAU OF JUSTICE,XM-DAC-41122-VN-245071,implementing,1,canonical
org_alias_db3fb895b2dd,org_1a8be803fa2b,SOUTH WEST ETHIOPIAN REGION BUREAU OF WOMEN CHILDREN AND YOUTH AFFAIR,XM-DAC-41122-VN-245072,implementing,1,canonical
org_alias_bebe15139cd6,org_fa1bce90fc39,SOUTH WEST ETHIOPIAN REGION DISASTER RISK MANAGEMENT COMMISSION,XM-DAC-41122-VN-245066,implementing,1,canonical
org_alias_63aee805906d,org_3dc1c7fd910f,SPIRIT DIGITAL LTD,1016263,implementing,1,canonical
org_alias_a917f4f04df4,org_a205ed81896b,SRHR Alliance Uganda,,implementing,1,canonical
org_alias_e8b2e3d83dcc,org_9432ea6382b5,STATE MINISTRY OF EDUCATION JONGLEI,XM-DAC-41122-VN-217704,implementing,1,canonical
org_alias_33c6245d00a7,org_968e1b09ad24,STATE MINISTRY OF GENERAL EDUCATION AND INSTRUCTION,XM-DAC-41122-VN-222239,implementing,1,canonical
org_alias_10bd4feccff0,org_c3401adb6976,STATE MINISTRY OF GENERAL EDUCATION NBEG,XM-DAC-41122-VN-222238,implementing,1,canonical
org_alias_ada1f61286eb,org_c7888dc29747,STICHTING CARE NEDERLAND,NL-KVK-41158230,implementing,1,canonical
org_alias_995be19929b4,org_5a0d5ef78d32,STICHTING INTERNATIONAL DISPENSARY ASSOCIATION,XM-DAC-21000,implementing,1,canonical
org_alias_8d930a63285d,org_57f6bcec48dd,STOP POVERTY COMMUNAL INITIATIVE,XM-DAC-41122-VN-235924,implementing,1,canonical
org_alias_926692ae500e,org_c047a8e3e04c,STREET CHILD,XM-DAC-41122-VN-248139,implementing,1,canonical
org_alias_46efa3223073,org_ee6a08e6336b,SUN SECRETARIAT SOMALILAND,XM-DAC-41122-VN-242015,implementing,1,canonical
org_alias_21c366058850,org_a4c70f6b0424,SUSTAINABLE HEALTH AND EDUCATION RELIEF ORGANIZATION,XM-DAC-41122-VN-246146,implementing,1,canonical
org_alias_46dd4567aa8d,org_43c9dae7d836,SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION AGENCY SIDA,SE-0,implementing,1,canonical
org_alias_31bc6d2c3f86,org_e5102df9f36b,SWISS FOUNDATION FOR DEVELOPMENT COOPERATION (SWISS AID TANZANIA),,accountable,1,canonical
org_alias_b69a1ca7888c,org_e5102df9f36b,SWISS FOUNDATION FOR DEVELOPMENT COOPERATION (SWISS AID TANZANIA),,implementing,1,canonical
org_alias_e519edafb302,org_050d17da50af,SaferWorld,,accountable,1,canonical
org_alias_daa20938e577,org_050d17da50af,SaferWorld,,implementing,1,canonical
org_alias_4e689d8721af,org_cda7f9964677,Saint Augustine University of Tanzania,,implementing,1,canonical
org_alias_ca2752d6b225,org_a50a5de5642b,Salford Royal NHS Foundation Trust,,implementing,1,canonical
org_alias_3b60fafc992b,org_6082c7dd75dd,Savannah Informatics Ltd,XM-DAC-62009,implementing,1,canonical
org_alias_051232d78995,org_0ff2d05725ed,Save the Children,XM-DAC-21505,accountable,1,canonical
org_alias_e74dba994737,org_4239dc50ff68,"Save the Children Federation, Inc.",US-EIN-06-0726487,implementing,1,canonical
org_alias_5fc778f4a59f,org_541d1376bab0,Save the Children Fund,GB-COH-213890,implementing,1,canonical
org_alias_1f48b0a04403,org_d2800c472ae7,Save the Children Fund,,implementing,1,canonical
org_alias_3fa8fda42f77,org_a0a1faee7c27,Save the Children Netherlands,NL-KVK-41201463,reporting,1,canonical
org_alias_26f54f2eda49,org_de20b5af0d0c,Save the Children Netherlands,NL-KVK-41204063,accountable,1,canonical
org_alias_d3de984e7e1d,org_6de9b9e7d6d9,Save the Children UK,22000,implementing,1,canonical
org_alias_0e4951ad3d02,org_3099d455be0e,Second Phase of the Scaling Up of Nutrition Investments - Parallel Trust Fund of TF072449,TF072860,implementing,1,canonical
org_alias_daa938f4a42d,org_a0fd9d2a58b6,Secteur privé du pays donneur,XM-DAC-61000,implementing,1,canonical
org_alias_051879af7b58,org_08f9668061e0,Sele Enat Charitable Organization,XM-DAC-69-2,accountable,1,canonical
org_alias_9796beca7b13,org_2916ec51f2b5,Selfly Aviation Technologies B.V.,NL-KVK-68589549,implementing,1,canonical
org_alias_440adc2aff47,org_a08e1c94af54,Semafor,US-EIN-88-0566861,implementing,1,canonical
org_alias_9321cda3b75a,org_db3c9825895b,Send a Cow,GB-CHC-299717,implementing,1,canonical
org_alias_366bf20193aa,org_db3c9825895b,Send a Cow,GB-CHC-299717,reporting,1,canonical
org_alias_6cbed91cd906,org_e41caf1c2ae4,Send a Cow Ethiopia,ET-MOT-0638,reporting,1,canonical
org_alias_37a873b68ea2,org_ee5fcfc42b7d,Send a Cow Kenya,KE-NCB-2180511703310709,implementing,1,canonical
org_alias_8b273c3d51a7,org_ee5fcfc42b7d,Send a Cow Kenya,KE-NCB-2180511703310709,reporting,1,canonical
org_alias_98ec6edad557,org_37491e6fb984,Send a Cow Uganda,,implementing,1,canonical
org_alias_9917ccac7d1f,org_406792915c1c,Send a Cow Uganda,SACU,implementing,1,canonical
org_alias_3056607e29c6,org_406792915c1c,Send a Cow Uganda,sacu,reporting,1,canonical
org_alias_b02e08b9a5a1,org_dc8bb9b69e91,Sense International,GB-CHC-1076497,reporting,1,canonical
org_alias_400ac8f4fb4a,org_dc8bb9b69e91,Sense International (SI),GB-CHC-1076497,accountable,1,canonical
org_alias_69d91de67118,org_e89ffe39d164,Seoul Institute,,implementing,1,canonical
org_alias_56157c2405ef,org_0760f7e68340,Shack Dwellers International - Kenya,KE-KRA-P051326872M,implementing,1,canonical
org_alias_bbaeb5032bae,org_28ab60035e4d,Sheikh Zayed Eye Hospital,,implementing,1,canonical
org_alias_eceb5143e6d7,org_fef7f277167c,ShikaNdoto,,implementing,1,canonical
org_alias_70180801d725,org_ad63b99fa6f4,Shore Capital Stockbrokers Limited,,implementing,1,canonical
org_alias_04eecfebeaf3,org_f91d470858e0,Sierra Leone Urban Institute for Urban Affairs,,implementing,1,canonical
org_alias_01f4f89fd2a8,org_f202ce7007f1,Sierra Leone Urban Research Centre (SLURC),SL-OARG-1069356-4,implementing,1,canonical
org_alias_528db93b3591,org_2f22145f80f7,SightSavers (Royal Commonwealth Society for the Blind),,implementing,1,canonical
org_alias_710657fe3e86,org_2a42006cfa85,Sightsavers,GB-CHC-207578,accountable,1,canonical
org_alias_091bc72a4bce,org_5e3b3deb3d93,Sightsavers,GB-CHC-207602,accountable,1,canonical
org_alias_19f39af77774,org_6a194aa624fe,Sightsavers,GB-CHC-207604,accountable,1,canonical
org_alias_2537b6933c27,org_93b1bad634dc,Sightsavers,GB-CHC-207544,funding,1,canonical
org_alias_1b3b7fa915fb,org_93b1bad634dc,Sightsavers,GB-CHC-207544,implementing,1,canonical
org_alias_783c2b023a37,org_9efd2e8c0aa8,Sightsavers,GB-CHC-207567,accountable,1,canonical
org_alias_e8f378c61480,org_124bae7ca778,Sikika,,accountable,1,canonical
org_alias_1a6adfc00a45,org_e905113e01a6,Similar Ground Uganda,,implementing,1,canonical
org_alias_46a4935100ae,org_a27e9af1ac44,Singida Regional Authority,,implementing,1,canonical
org_alias_b801d8a39f0e,org_bbd38439a132,Skills Meducation BV,,funding,1,canonical
org_alias_67f69b9bc001,org_bbd38439a132,Skills Meducation BV,,implementing,1,canonical
org_alias_f3b12efc9c28,org_08f9668061e0,Slovak Catholic Caritas Gift of Love,XM-DAC-69-2,accountable,1,canonical
org_alias_0c32116fc2b3,org_6846966737c9,Slovak Committee for UNICEF,XM-DAC-41122-C39501,funding,1,canonical
org_alias_9832bdd1a805,org_bda2e027e22a,Smile Again Africa Development Organisation (SAADO),,implementing,1,canonical
org_alias_c53243626801,org_b9a11a2df9a6,Social Development Direct Limited,GB-COH-03846881,implementing,1,canonical
org_alias_33f464bbdc68,org_f8745630db84,Society for Family Health - Rwanda,XM-DAC-23000,implementing,1,canonical
org_alias_c38017b28330,org_39bfeae9213f,Sokoine University of Agriculture,,implementing,1,canonical
org_alias_c96162344c65,org_60d50a37b8e5,Solution Seeker AS,,implementing,1,canonical
org_alias_074f99047690,org_11d3b0b19bf9,Somalia Multi-Partner Fund - Parallel Trust Fund of TF072283,TF072600,implementing,1,canonical
org_alias_f31f3e2fb79e,org_7026d258a55b,Sonder Collective,XM-DAC-63009,implementing,1,canonical
org_alias_468fa5c03abd,org_b7706e46b496,Sonder Communications Ltd,,implementing,1,canonical
org_alias_602c34c2c8e1,org_08f9668061e0,Songa Mbele na Masomo,XM-DAC-69-2,accountable,1,canonical
org_alias_32fac4fe9175,org_29934e9377c9,South African Medical Research Council,,implementing,1,canonical
org_alias_a0846e80bac2,org_7eecdb46db9c,South African Medical Research Council,XM-DAC-51000,implementing,1,canonical
org_alias_0434bcf4b54b,org_5291038384d3,South Consulting Africa Ltd,,implementing,1,canonical
org_alias_c503fa6049f0,org_155d42153a9d,South Eastern Kenya University,,implementing,1,canonical
org_alias_c328639ba124,org_6082c7dd75dd,SouthBridge Investments,XM-DAC-62009,implementing,1,canonical
org_alias_5da775197f7b,org_3362fd438d75,Southern Voice,,implementing,1,canonical
org_alias_5248f0639a5c,org_d2d86d2f4318,Spain - Ministry of Economycomma Industry and Competitiveness,TF521003,funding,1,canonical
org_alias_70a65e423002,org_f8745630db84,Speak Up Africa Senegal,XM-DAC-23000,implementing,1,canonical
org_alias_2db5ad5362aa,org_787c5948d169,Spearfish Security Ltd,,implementing,1,canonical
org_alias_fb0e1d889236,org_0bbb9aa246de,St. George's University of London (SGUL),,implementing,1,canonical
org_alias_590f95eb8143,org_7eecdb46db9c,St. Paul’s Hospital Millennium Medical College,XM-DAC-51000,implementing,1,canonical
org_alias_3626e7379be6,org_08f9668061e0,St. Raphael Clinic,XM-DAC-69-2,accountable,1,canonical
org_alias_092e092082c2,org_a3aac5bdcb15,Stanford University,US-EIN-94-1156365,implementing,1,canonical
org_alias_1c53cefa9bd4,org_166c60742f8a,StartHub Africa Ltd.,,implementing,1,canonical
org_alias_597ba892afed,org_24ca576a479c,State Secretariat for Economic Affairscomma SECO,TF516003,funding,1,canonical
org_alias_a0c59414b2aa,org_3ce9aa55caf6,Stellenbosch University,,implementing,1,canonical
org_alias_79b545e7bff3,org_3cb13db7391f,"Stellenbosch University, South Africa",,implementing,1,canonical
org_alias_72cd473a0d81,org_54af01659713,Step By Step Womens Mental Health,,implementing,1,canonical
org_alias_cfab7e964837,org_0a4e5f830604,Stichting Beheer Subsidiegelden DRA,NL-KVK-72849770,funding,1,canonical
org_alias_df7b66922799,org_b195a3365545,Stichting Health Action International,NL-KVK-41207580,accountable,1,canonical
org_alias_de83bcfd6fa0,org_b195a3365545,Stichting Health Action International,NL-KVK-41207580,implementing,1,canonical
org_alias_bfe3158c9a16,org_0b4a78988605,Stichting Healthy Entrepreneurs Foundation,NL-KVK-58183167,implementing,1,canonical
org_alias_dbfee449ea15,org_9be169fb728f,Stichting International NGO Safety Organisation,NL-KVK-73728489,implementing,1,canonical
org_alias_5b42be3640f6,org_b37e7ad99136,Stichting Iplussolutions,NL-KVK-34236288,implementing,1,canonical
org_alias_2a79865668a8,org_ee030814aba7,Stichting Iplussolutions,,implementing,1,canonical
org_alias_1dace524ee34,org_dce9555b3075,Stichting PharmAccess International,,implementing,1,canonical
org_alias_1dace524ee34,org_dce9555b3075,Stichting Pharmaccess International,,implementing,1,canonical
org_alias_8f5bb96bcdb3,org_eb35e75f4e77,Stichting Plan Nederland,NL-KVK-41198890,implementing,1,canonical
org_alias_1841ba2ca43a,org_681566346f53,Stichting Red een Kind,NL-KVK-41022454,reporting,1,canonical
org_alias_5f43f19d7633,org_c2babf898397,Stichting Task Force Health Care,NL-KVK-27197818,implementing,1,canonical
org_alias_43b0df815be7,org_ee29b21a9493,Stichting Vluchteling,NL-KVK-41149486,funding,1,canonical
org_alias_09d32dd41940,org_db5c2d34f162,Stichting Wageningen University and Research,NL-KVK-09098104,implementing,1,canonical
org_alias_64ca16987c58,org_82d62eb72eae,Stichting Wings for Aid Foundation,NL-KVK-64680029,implementing,1,canonical
org_alias_e79a69ff7643,org_eec56735ef9c,Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe -,,implementing,1,canonical
org_alias_09b5f29dede9,org_3a106371fddc,Stiftung der Deutschen Lions,,implementing,1,canonical
org_alias_a91a24fe6183,org_430b4e840bef,Stockholm Environment Institute (SEI),,implementing,1,canonical
org_alias_7e20def6617a,org_a53f0ed14271,Stockholm University,,implementing,1,canonical
org_alias_addeabb88b7b,org_7d823aca1ef5,Strathmore University Business School,,implementing,1,canonical
org_alias_ae67c09e6a14,org_06289b25de8c,Street Child,GB-CHC-1128536,implementing,1,canonical
org_alias_0213de113252,org_9c99e76cc99c,StrongMinds,,implementing,1,canonical
org_alias_2a5472d0abee,org_d39eaaf76792,Support Activities in Poverty Eradication and Health,,implementing,1,canonical
org_alias_723254b50180,org_b6f0d1be87ac,Survivors Fund (SURF),GB-CHC-1065705,accountable,1,canonical
org_alias_b3a645742fd8,org_b6f0d1be87ac,Survivors Fund (SURF),GB-CHC-1065705,reporting,1,canonical
org_alias_7fc4a87184ee,org_6082c7dd75dd,"Suzhou GenDx Biotech Co., Ltd.",XM-DAC-62009,implementing,1,canonical
org_alias_c02b8d23b24a,org_849ec9611918,Swiss Development Cooperation Agency (SDC/DDC),,funding,1,canonical
org_alias_6ef28dc64703,org_7eecdb46db9c,Swiss Tropical & Public Health Institute,XM-DAC-51000,implementing,1,canonical
org_alias_3fd6b0e5ed8b,org_3be7c2d5e929,T MARC TANZANIA,XM-DAC-41122-VN-244503,implementing,1,canonical
org_alias_0d336235cd4f,org_0fb13adb53ec,TANZANIA ASSOCIATION OF THE DEAF,XM-DAC-41122-VN-244336,implementing,1,canonical
org_alias_8789484ea158,org_b2f71cb9dcf2,TANZANIA COMMUNICATION AND DEVELOPMENT CENTER,XM-DAC-41122-VN-235849,implementing,1,canonical
org_alias_f08359856e50,org_5a516b73c5ae,TANZANIA DEVELOPMENT INFORMATION ORGANIZATION TADIO COMMUNITY MEDIA,XM-DAC-41122-VN-245126,implementing,1,canonical
org_alias_b7b638ae90ad,org_7303208afcf0,TASKBRIDGE LIMITED,1008777,implementing,1,canonical
org_alias_b5ce054954f7,org_218dc641a9af,TECHNOPOLIS LIMITED,,implementing,1,canonical
org_alias_0df2750c6e2f,org_95e8c68eda27,TERRE DES HOMMES FOUNDATION,XM-DAC-41122-VN-223544,implementing,1,canonical
org_alias_960e0126c0e5,org_199d30029293,TETRA TECH INTERNATIONAL DEVELOPMENT,,implementing,1,canonical
org_alias_1c761862bb6c,org_91a7cb155373,THE BOMA PROJECT,,implementing,1,canonical
org_alias_c261e970d007,org_85bcd86a92b6,THE BRITISH COUNCIL,,implementing,1,canonical
org_alias_b9f34361b233,org_475781de046d,THE ENERGY AND RESOURCES INSTITUTE (TERI),,implementing,1,canonical
org_alias_1984eb301c3d,org_324566d28ea3,THE METEOROLOGICAL OFFICE,,implementing,1,canonical
org_alias_182061c2ecca,org_8957d27d449b,THE PHILIPPINE STOCK EXCHANGE,1010095,implementing,1,canonical
org_alias_b01ec2d489d7,org_232bbb8a8e61,THE RESCUE INITIATIVE SOUTH SUDAN,XM-DAC-41122-VN-236608,implementing,1,canonical
org_alias_d02b9eb78607,org_677f0407776b,THE SHARE TRUST INC,1012621,implementing,1,canonical
org_alias_fd664f6f5cc0,org_18e5a373318a,THE STATE UNIVERSITY OF ZANZIBAR,XM-DAC-41122-VN-230078,implementing,1,canonical
org_alias_df6833b75878,org_c8a577e231f3,TIGRAY AGENCY STATISTICS AND VITAL EVENTS REGISTRATION,XM-DAC-41122-VN-241838,implementing,1,canonical
org_alias_dbb9ee4a25dc,org_abbc8a2458d9,TIGRAY BUREAU OF JUSTICE,XM-DAC-41122-VN-233390,implementing,1,canonical
org_alias_0962b00cb971,org_8c98d08b395e,TIGRAY BUREAU OF SOCIAL AND REHABILITATION AFFAIRS,XM-DAC-41122-VN-220638,implementing,1,canonical
org_alias_4b0e8656f114,org_68b2a4e49a05,TIGRAY COMMISSION OF DISASTER AND RISK MANAGEMENT,XM-DAC-41122-VN-203745,implementing,1,canonical
org_alias_a6007217fa4f,org_7181971dc9bb,TIGRAY DEVELOPMENT ASSOCIATION TDA,XM-DAC-41122-VN-245923,implementing,1,canonical
org_alias_c84275f43f45,org_7c0cca78421e,TOUCH AFRICA DEVELOPMENT ORGANIZATION,XM-DAC-41122-VN-234938,implementing,1,canonical
org_alias_28fc0a76c006,org_35b89e5b7a69,TRADE AND INDUSTRIAL POLICY STRATEGIES NPC,1016363,implementing,1,canonical
org_alias_38fe86c894be,org_c41c54b8b05d,TROCAIRE,GB-COH-NI21482,implementing,1,canonical
org_alias_ca51dc81a581,org_4b7734eed06c,TROPICAL HEALTH CONSULTING LLP,,implementing,1,canonical
org_alias_b859544d956a,org_9133f9fb2266,TURKANA DEPARTMENT OF EDUCATION SPORTS AND SOCIAL PROTECTION,XM-DAC-41122-VN-239434,implementing,1,canonical
org_alias_f88bc5b1a864,org_ce736a648958,Tadamun Social Society,,implementing,1,canonical
org_alias_ffb11f8758c0,org_08f9668061e0,Taita Taveta County Government- Health Department,XM-DAC-69-2,accountable,1,canonical
org_alias_c51eac244bc7,org_7cc65fab596b,Talking Tipps,,implementing,1,canonical
org_alias_d6c7e68f1829,org_449dbf74c47f,Tandem,XM-DAC-32000,implementing,1,canonical
org_alias_5a7d2cd57fbd,org_888a6cd184a0,Tanzania Food and Nutrition Centre,XM-DAC-12000,implementing,1,canonical
org_alias_d78e20d5b0b8,org_af1cd17cb15b,Tanzania Gender Networking Programme,,implementing,1,canonical
org_alias_dce1c637966a,org_59056027c583,Tanzania NCD Alliance (TANCDA),,implementing,1,canonical
org_alias_078aec054d04,org_093a26a06d95,Tanzania Women Lawyers Association (TAWLA),,implementing,1,canonical
org_alias_c0f659959778,org_449dbf74c47f,Tax Justice Network Africa,XM-DAC-32000,implementing,1,canonical
org_alias_84879af68be5,org_d26b18683c65,"Taysha Consulting, Ltd",,funding,1,canonical
org_alias_cd199f79927c,org_08f9668061e0,Tearfund,XM-DAC-69-2,accountable,1,canonical
org_alias_e4bc70404549,org_f8745630db84,Tech for Health Equity (TFHE) Foundation,XM-DAC-23000,implementing,1,canonical
org_alias_0353dacc8098,org_b069c22835f7,Techforce Projects B.V.,NL-KVK-32096144,implementing,1,canonical
org_alias_a90898eecace,org_718ab2a1c3d1,Technical University of Kenya,,implementing,1,canonical
org_alias_506d76240633,org_7ffccaa45a05,Technical University of Mombasa,,implementing,1,canonical
org_alias_c91d79100cf1,org_f246abcb1cb9,"TechnoServe, Inc.",US-EIN-13-2626135,implementing,1,canonical
org_alias_ef8da554f393,org_7eecdb46db9c,Tel Aviv University,XM-DAC-51000,implementing,1,canonical
org_alias_8cc0a35355eb,org_77913c1d4c93,Tenwek Hospital,,implementing,1,canonical
org_alias_f3e3c1d833f2,org_7904c2797405,Terra Tech Förderprojekte,,implementing,1,canonical
org_alias_01a06907429c,org_eab1ad0e7de2,Terre des Hommes Deutschland e.V. Hilfe für Kinder in Not,,implementing,1,canonical
org_alias_cb9e6a38ef30,org_3103bf349caa,Thailand Environment Institute Foundation (TEI),,implementing,1,canonical
org_alias_bdb1ed16456c,org_12d8dd80015b,The Aids Support Organisation (TASO) Uganda Limited,,funding,1,canonical
org_alias_69de204664c1,org_f59736548d4e,The Chartered Institute of Procurement and Supply,GB-COH-01989280,implementing,1,canonical
org_alias_02133a73ac5b,org_22455ebca194,The Christie NHS Foundation Trust,,implementing,1,canonical
org_alias_f80f5b8ed2ae,org_4741b92eb9ba,The Federation of Kenya Employers,,implementing,1,canonical
org_alias_68fe8656e1fa,org_c30d0425c0df,The Governing Council of the University of Toronto,,accountable,1,canonical
org_alias_5d1a69d38f1c,org_c30d0425c0df,The Governing Council of the University of Toronto,,implementing,1,canonical
org_alias_79638668c824,org_7bd75df6fece,The HALO Trust,GB-CHC-1001813,implementing,1,canonical
org_alias_3e27f68af09d,org_7bd75df6fece,The HALO Trust,GB-CHC-1001813,reporting,1,canonical
org_alias_1c5db9455eb0,org_2bb241b816a2,The Hague University of Applied Sciences,,implementing,1,canonical
org_alias_1718db03e040,org_cd38292fead7,The Hong Kong Polytechnic University,,implementing,1,canonical
org_alias_4313c646adb6,org_6c162be7fadd,The Hunger Project Netherlands,NL-KVK-41201198,accountable,1,canonical
org_alias_95b641b53694,org_6c162be7fadd,The Hunger Project Netherlands,NL-KVK-41201198,reporting,1,canonical
org_alias_11185eeeb6da,org_98fe75833f9c,The Infectious Disease Institute Limited,,accountable,1,canonical
org_alias_29ddb8c8b99b,org_98fe75833f9c,The Infectious Disease Institute Limited,,implementing,1,canonical
org_alias_d7f9c1cc741b,org_7718d56d5108,The Lilongwe Institute of Orthopaedics and Neurosurgery,,implementing,1,canonical
org_alias_e5bed20bb6d3,org_1b64075994bc,The Malawi Liverpool Wellcome Trust Clinical Research Programme,,implementing,1,canonical
org_alias_a4a7386e43ef,org_08f9668061e0,The Mukuru Promotion Centre (MPC),XM-DAC-69-2,accountable,1,canonical
org_alias_aac630172afd,org_8b5d2efe3aa1,The Queen Elizabeth Diamond Jubilee Trust,GB-CHC-1145640,funding,1,canonical
org_alias_e9c7664d9036,org_8b5d2efe3aa1,The Queen Elizabeth Diamond Jubilee Trust,GB-CHC-1145640,reporting,1,canonical
org_alias_bccdabb3cd4d,org_8d5e85da00ea,The Republic of Rwanda,RW–00005820,accountable,1,canonical
org_alias_39f98eb8211e,org_c85997e8a5fe,The Rotary Foundation of Rotary International,US-EIN-36-3245072,implementing,1,canonical
org_alias_a6b58556d17a,org_fba5dfaddbfb,The Somali Institute for Environmental Peace,,implementing,1,canonical
org_alias_62dacab39db3,org_825d63548399,The University of Manchester,GB-COH-RC000797,reporting,1,canonical
org_alias_131068f5be89,org_57eecf563e39,The University of Oxford,GB-UKPRN-10007774,accountable,1,canonical
org_alias_b586607829d3,org_57eecf563e39,The University of Oxford,GB-UKPRN-10007774,reporting,1,canonical
org_alias_fa1498db85b8,org_121de692f887,"The University of the West of England, Bristol",GB-UKPRN-10007164,accountable,1,canonical
org_alias_39a27d037a67,org_7948d9b819d4,"The goal of EWAKI is simple on paper, but can be challenging to enact. We seek to build a community that shows a healthy and responsible dedication to sustaining the lives of our elderly population.",GB-COH-1762840,implementing,1,canonical
org_alias_ab747f077cef,org_ae107568cbea,"The purpose of ASA is to support communities in finding sustainable solutions to their social problems, focusing on the areas of agriculture, water and sanitation, education, health, advocacy and communication, and spirituality. The objectives of ASA are to: a) Stimulate the integral development of communities; b) Promote the sustainable development of communities, in cooperation with other similar and/or religious and humanitarian institutions; c) Encourage the strengthening of the organizational and institutional capacity of communities, with a view to the self-satisfaction of their basic needs and the development of a participatory community life; d) Promote actions that contribute to human development, as well as to harmony and dignity among people. ASA's MISSION is to Promote the pursuit of peace and sustainable solutions that contribute to holistic development aimed at the well-being of the human being and the preservation of God's creation.. ASA's VISION communities with integral and abundant life.",,implementing,1,canonical
org_alias_414b91fd973f,org_6082c7dd75dd,ThinkPlace Kenya Ltd.,XM-DAC-62009,implementing,1,canonical
org_alias_01c7376e48b4,org_abb0e8d91eff,Thomas More University College Kempen,,implementing,1,canonical
org_alias_95b60047ae24,org_b42650f246f2,Three Graces Foundation Inc,,funding,1,canonical
org_alias_0ed34372a72d,org_36e63676e746,Tinada Youth Organization,360G-CR-2829272,accountable,1,canonical
org_alias_0a0ae181823a,org_966132dd87da,Tony Blair Institute for Global Change,GB-COH-10505963,implementing,1,canonical
org_alias_10554bafb451,org_cd7ea0ea7f0a,"Touch Health, Inc.",US-EIN-20-1469976,implementing,1,canonical
org_alias_58ac6f5e852f,org_588c8b9e9d64,TradeMark Africa,KE-RCO-CPR-2009-5689,accountable,1,canonical
org_alias_7f7f5ea0d87a,org_588c8b9e9d64,TradeMark Africa,KE-RCO-CPR-2009-5689,implementing,1,canonical
org_alias_7007b82b9d77,org_588c8b9e9d64,TradeMark Africa,KE-RCO-CPR-2009-5689,reporting,1,canonical
org_alias_74eccfcc8ad4,org_b3a04aae92b2,Triggerise Ethiopia,ET-CSA-3994,implementing,1,canonical
org_alias_de65cba6e1f3,org_08f9668061e0,Trnavská univerzita v Trnave,XM-DAC-69-2,accountable,1,canonical
