organisation_alias_id,organisation_entity_id,alias,org_ref,role,source_activity_count,source_layer
org_alias_1ea9a3117943,org_b9118bf33159,World Food Programme,XM-DAC-41140,implementing,3,canonical
org_alias_04825d63cf4b,org_03f184fc4d50,World Health Organisation - core voluntary contributions account,XM-DAC-41143,implementing,3,canonical
org_alias_2d01ed212402,org_b570eca506e7,World Vision Canada,CA-CRA_ACR-3119304855,implementing,3,canonical
org_alias_6d78750b6cc7,org_888a6cd184a0,XM-DAC-12000,XM-DAC-12000,implementing,3,canonical
org_alias_96e6fabbb942,org_4969935b4c45,eHealth Africa,US-EIN-81-4503438,implementing,3,canonical
org_alias_91b7a9e85d02,org_1ffd06c941b2,AA,XM-DAC-5-7,funding,2,canonical
org_alias_d9bf700904fa,org_4bc9be0bb457,ACROSS,KE-NGC-9381,implementing,2,canonical
org_alias_de159e58f56e,org_6b2d06855dc7,ACTION AGAINST HUNGER,XM-DAC-41122-VN-220645,implementing,2,canonical
org_alias_35f109de957d,org_631c86c7c610,ACTION D'ESPOIR,03574,implementing,2,canonical
org_alias_98b42ad385d0,org_1244495c6121,ACTION FOR DEVELOPMENT,XM-DAC-41122-VN-228196,implementing,2,canonical
org_alias_3f82901d2552,org_b502bccc8a10,ACTION FOR INTEGRATED SUSTAINABLE DEVELOPMENT ASSOCIATION,XM-DAC-41122-VN-249750,implementing,2,canonical
org_alias_cf27bd61f310,org_2d15cc131106,ACTION FOR RECOVERY AND TRANSFORMATION ART,XM-DAC-41122-VN-222404,implementing,2,canonical
org_alias_92f1c1532a35,org_cdf702fefeaa,ACTIONS POUR LA PROTECTION ET L ENCADREMENT DE L ENFANT,XM-DAC-41122-VN-201411,implementing,2,canonical
org_alias_ce7081e89198,org_b182fa5dd717,ACTIONS POUR LA REHABILITATION ET LA PROMOTION SOCIALE,XM-DAC-41122-VN-242361,implementing,2,canonical
org_alias_21e0998c42c8,org_c960608c72f2,ADDIS ABABA CITY ADMINISTRATION FINANCE ECONOMIC DEVELOPMENT BUREAU,XM-DAC-41122-VN-235898,implementing,2,canonical
org_alias_da0b3f8adbc0,org_dc4a2db7aa66,AFAR REGIONAL AGRICULTURE BUREAU,XM-DAC-41122-VN-250122,implementing,2,canonical
org_alias_2e10f5365e1b,org_b53fef6ae1fa,AFRICAN FIELD EPIDEMIOLOGY NETWORK,XM-DAC-41122-VN-240333,implementing,2,canonical
org_alias_a9952d9fa9f4,org_519ce9ab7648,AFRO CANADIAN EVANGELICAL MISSION,XM-DAC-41122-VN-230912,implementing,2,canonical
org_alias_39426f269c8e,org_6804bddcd94b,AFYA PAMOJA,XM-DAC-41122-VN-244298,implementing,2,canonical
org_alias_adc7a3766b81,org_aff7958abfce,ALIGHT SOUTH SUDAN PROGRAM,XM-DAC-41122-VN-217501,implementing,2,canonical
org_alias_72cf3177aaa3,org_92fcf9e02221,ANDRE FOODS SOUTH SUDAN,XM-DAC-41122-VN-236813,implementing,2,canonical
org_alias_56e84d421277,org_ddcc4c679fdb,AVSI FOUNDATION,,implementing,2,canonical
org_alias_86900f2a9685,org_8605c781992e,Action Against Hunger,GB-CHC-1047501,implementing,2,canonical
org_alias_282ccf5a4642,org_f8745630db84,Africa Academy for Public Health,XM-DAC-23000,implementing,2,canonical
org_alias_4cc36b5d0306,org_8b7e975bd8cb,African Development Fund,XM-DAC-46003,funding,2,canonical
org_alias_2adc0cc3c22e,org_1fb0d4889bb5,"African Institute for Development Policy (AFIDEP), Kenya",,implementing,2,canonical
org_alias_b519d87fda88,org_00cd8b3904c2,"Aga Khan Health Service, Tanzania",,implementing,2,canonical
org_alias_0b83cdb2b99c,org_4dce09f9feee,Agriterra,,implementing,2,canonical
org_alias_30a7ed1edca3,org_416ffd11369b,Amref Flying Doctors,NL-KVK-41150298,reporting,2,canonical
org_alias_bce673f88ff2,org_ac8d7e0ca88a,Amref Health Africa Headquarters,KE-RCO-C1-61,implementing,2,canonical
org_alias_c654c6a52583,org_416ffd11369b,Amref Health Africa NL,NL-KVK-41150298,accountable,2,canonical
org_alias_9187f39830b6,org_1b928f92ba21,Amref Health Africa Uganda,UG-NGB-5914-252,implementing,2,canonical
org_alias_d8deeb40b387,org_c71499b9c44f,Amref Health Africa in Ethiopia,ET-MFA-0001989741,accountable,2,canonical
org_alias_b6ba86567048,org_c71499b9c44f,Amref Health Africa in Ethiopia,ET-MFA-0001989741,reporting,2,canonical
org_alias_2216a98580b5,org_355b1ad7ae9b,Amref Health Africa in Kenya,,accountable,2,canonical
org_alias_fa223d405514,org_355b1ad7ae9b,Amref Health Africa in Kenya,,implementing,2,canonical
org_alias_86a1247379ca,org_7c7370a8f6ff,Arba Minch University,,implementing,2,canonical
org_alias_f2e8a220eeaa,org_7eecdb46db9c,Armauer Hansen Research Institute,XM-DAC-51000,implementing,2,canonical
org_alias_ecc7321eb3e5,org_c75fd38ff124,Armauer Hansen Research Institute,,implementing,2,canonical
org_alias_63b344fa631f,org_8ca87188905f,Association Burundaise pour le Bien-Etre Familial (ABUBEF),,implementing,2,canonical
org_alias_405067f24fff,org_ce16b89f4dea,Association of Private Health Providers in Tanzania,,accountable,2,canonical
org_alias_5b7072243a30,org_d46d133dcdf4,Australian Centre for International Agricultural Research,,funding,2,canonical
org_alias_3dd3673960e0,org_55412894c536,BANADIR PRIMARY HEALTH CARE CONSORTIUM,XM-DAC-41122-VN-216395,implementing,2,canonical
org_alias_ebd6b12c3fda,org_cee9cc6cf860,BBC Media Action,GB-CHC-1076235,reporting,2,canonical
org_alias_c6f5fe288a9c,org_614d7dab6031,BUREAU DIOCESAIN DE DEVELOPPEMENT LUEBO,XM-DAC-41122-VN-221040,implementing,2,canonical
org_alias_067fcf114c5e,org_b61293e759c1,Bahir Dar University,,implementing,2,canonical
org_alias_c5b78f4c0b01,org_762f9e6676fc,Brazil,XM-DAC-41122-G05401,funding,2,canonical
org_alias_8d434f30acd6,org_9b79a62af441,Busitema University,,implementing,2,canonical
org_alias_22792c0ac2a8,org_5a3f582cf005,CAFOD,GB-CHC-285776,reporting,2,canonical
org_alias_d83a1c2215b3,org_0fae36a8c5f1,CARE INTERNATIONAL SOMALIA,XM-DAC-41122-VN-239380,implementing,2,canonical
org_alias_722c6ecde40c,org_613250d782f8,CBCC AFRICA,XM-DAC-41122-VN-241721,implementing,2,canonical
org_alias_21a99257c917,org_b2c345b043cd,CDC Foundation,US-EIN-58-2106707,implementing,2,canonical
org_alias_203a4fb9154a,org_15c14c18d686,CENTRE D APPUI A LA PROMOTION NUTRITIONNELLE,XM-DAC-41122-VN-241622,implementing,2,canonical
org_alias_0caf96e6ef5f,org_7ff1e88a28da,CHRISTIAN RECOVERY AND DEVELOPMENT AGENCY,XM-DAC-41122-VN-217527,implementing,2,canonical
org_alias_848b71fa53d5,org_7e37e830bfac,CHUNYA DISTRICT COUNCIL,XM-DAC-41122-VN-231297,implementing,2,canonical
org_alias_37767a3c6acd,org_bca1d4031a29,COLLECTIF DES ASSOCIATIONS FEMININES,XM-DAC-41122-VN-242076,implementing,2,canonical
org_alias_bed6ab07d686,org_fe561e4e997f,CONCERN WORLDWIDE,XM-DAC-41122-VN-218361,implementing,2,canonical
org_alias_39139fa4e69d,org_02adb73e8b71,CONCERN WORLDWIDE SOUTH SUDAN,XM-DAC-41122-VN-233917,implementing,2,canonical
org_alias_77bd221fcc26,org_b1efd6482303,COUNTY DIRECTOR OF HEALTH SIAYA,XM-DAC-41122-VN-229526,implementing,2,canonical
org_alias_fa4cc0949c00,org_a039acc94ad3,COUNTY GOVERNMENT OF BUSIA DEPARTMENT OF EDUCATION,XM-DAC-41122-VN-246954,implementing,2,canonical
org_alias_ddabe3a816be,org_e5cde66eb885,COUNTY GOVERNMENT OF GARISSA,XM-DAC-41122-VN-230383,implementing,2,canonical
org_alias_34d604480bed,org_db33d2f26bf3,COUNTY GOVERNMENT OF KWALE,XM-DAC-41122-VN-230910,implementing,2,canonical
org_alias_0c8343aba848,org_f4b72939a90a,COUNTY GOVERNMENT OF MERU DEPT OF HEALTH,XM-DAC-41122-VN-238458,implementing,2,canonical
org_alias_16aa994d25b8,org_990239f73387,COUNTY GOVERNMENT OF MOMBASA DEPARTMENT OF HEALTH,XM-DAC-41122-VN-248702,implementing,2,canonical
org_alias_9fa8a9b6926e,org_8e37f4e17e23,CarePay Internatonal BV,,implementing,2,canonical
org_alias_281309636d9f,org_0f4f45afeeac,Carter Center,US-EIN-58-1454716,funding,2,canonical
org_alias_6966142dd8a7,org_4a9a757ebf61,Catalan Agency for Development,XM-DAC-41122-G39905,funding,2,canonical
org_alias_f17c5f0b9987,org_5a3f582cf005,Catholic Agency For Overseas Development (CAFOD),GB-CHC-285776,funding,2,canonical
org_alias_d90570a8784b,org_dc67edb59ac2,"CausalFoundry, Inc.",US-EIN-92-1095658,implementing,2,canonical
org_alias_362c16af9573,org_052f5a45b6a5,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,,implementing,2,canonical
org_alias_c20dc8c307cb,org_4b7c3387a6b1,Cesvi,IT-CF-95008730160,implementing,2,canonical
org_alias_49d483d99741,org_8ea826fc3415,Christian Social Services Commission,,accountable,2,canonical
org_alias_7de4b5b6bf57,org_7eecdb46db9c,"City St. George’s, University of London",XM-DAC-51000,implementing,2,canonical
org_alias_2ffe51f6fbfd,org_7a27e999ef54,Clinton Health Access Initiative,US-EIN-27-1414646,accountable,2,canonical
org_alias_2d8cd31063fc,org_5a0d5ef78d32,Clinton Health Access Initiative (Kenya),XM-DAC-21000,implementing,2,canonical
org_alias_4615e32b2787,org_a6ca1d952bf4,Comprehensive Community Based Rehabilitation in Tanzania,,accountable,2,canonical
org_alias_4e41502d1243,org_e6f46119215b,Conrad N. Hilton Foundation,TF875036,funding,2,canonical
org_alias_1f5baf3bfe7e,org_17e940f7dd7d,Cordaid South Sudan,NL-KVK-41160054,accountable,2,canonical
org_alias_a8d949108549,org_6256451c9026,Countess of Chester Hospital NHS Foundation Trust,,implementing,2,canonical
org_alias_df0305496e15,org_d1945101f049,DAHW Deutsche Lepra- und Tuberkulosehilfe e.V.,,implementing,2,canonical
org_alias_cb1e169b2f88,org_b9b787078e1b,DEP SANTE DIRECTION D ETUDES AND PLANNIFICATION,XM-DAC-41122-VN-203068,implementing,2,canonical
org_alias_8b5b191ca6e5,org_78ee58702cd1,DEPARTMENT OF CHILDRENS SERVICES KISUMU,XM-DAC-41122-VN-237360,implementing,2,canonical
org_alias_96e3b3160262,org_d96f8fde4782,DFID,GB-GOV-1,funding,2,canonical
org_alias_eb662f8f4a93,org_201c135b3f3f,DIV PLAN KASAI OCC,XM-DAC-41122-VN-202953,implementing,2,canonical
org_alias_e86f8b91c512,org_c08f6d4f0524,DIVISION PROVINCIALE DE LA SANTE DU KONGO CENTRAL,XM-DAC-41122-VN-203151,implementing,2,canonical
org_alias_b0a97d496def,org_44cbb198beb9,DIVISION PROVINCIALE DU GENRE ET DE LA FAMILLE EQUATEUR,XM-DAC-41122-VN-218577,implementing,2,canonical
org_alias_d80201e966c8,org_2350a40f06cc,DIVISION PROVINCILAE EPSP KASAI CENTRAL EX DIVISION PROV EPSP KASAI OCC,XM-DAC-41122-VN-202797,implementing,2,canonical
org_alias_e0f5059bbaa9,org_79f93fdf38e6,DIVISION URBAINE PROVINCIALE DU PLAN KINSHASA,XM-DAC-41122-VN-201538,implementing,2,canonical
org_alias_62e39924ac28,org_7d08da61c063,DPS MAI NDOMBE DIVISION PROVINCIALE DE LA SANTE,XM-DAC-41122-VN-232161,implementing,2,canonical
org_alias_ed8a9ad7b2ac,org_518461cc7319,Danish Refugee Council / Danish Demining Group (DRC/DDG),,funding,2,canonical
org_alias_0cb2b01a01cd,org_238b08f8fdc8,"Department of Health and Social Care, United Kingdom",,funding,2,canonical
org_alias_1759bf3b6ff2,org_e497fef690e2,"Deutsche Gesellschaft f?r Internationale Zusammenarbeit (GIZ), Germany",,funding,2,canonical
org_alias_377e995194d5,org_c73c62e815dc,Deutsches Medikamenten-Hilfswerk action medeor e.V.,,implementing,2,canonical
org_alias_972ce78df133,org_1ffe2356dcd2,Drugs for Neglected Diseases Initiative,XM-DAC-31007,implementing,2,canonical
org_alias_6a0786080a9a,org_85c5750b483f,Duke University,US-EIN-56-0532129,implementing,2,canonical
org_alias_78ab9f1dd0a1,org_1391dbf2c2f9,ECOLE DE SANTE PUBLIQUE DE KINSHASA,XM-DAC-41122-VN-203241,implementing,2,canonical
org_alias_39af132a79de,org_96e4aed65ab2,ETHIOPIAN CATHOLIC CHURCH SOCIAL AND DEVELOPMENT COMMISSION,XM-DAC-41122-VN-245928,implementing,2,canonical
org_alias_efe758a6dbef,org_bb02bddcfca9,ETHIOPIAN PUBLIC HEALTH INSTITUTE,XM-DAC-41122-VN-223289,implementing,2,canonical
org_alias_4199db974e62,org_249aa4a41aba,Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402,TF073345,implementing,2,canonical
org_alias_cb2764d568fd,org_9811652e82a4,Education Cannot Wait Fund,XM-DAC-41122-I49936,funding,2,canonical
org_alias_896e456d9eab,org_56b32fc07590,Embassy of the Kingdome of the Netherlands in Rwanda,,funding,2,canonical
org_alias_b27a4a23c8e1,org_d5cf9a20c5db,"Ensure older people in Tanzania have equal access to resources and services. Seeking the mainstreaming of ageing issues into the development agenda of the country, thereby alleviating intergenerational poverty that affects older people and their dependants.",TZ-MOCDGWSG-4196,implementing,2,canonical
org_alias_a050731083ca,org_6bb6bd1f95b1,Erasmus University Medical Center (Erasmus MC),,implementing,2,canonical
org_alias_13612571b271,org_1aaa3157dcec,Ethiopia Federal Ministry of Health,XM-DAC-12002,implementing,2,canonical
org_alias_b7878ae89775,org_c5c7498441eb,Ethiopiaid Ireland,IE-CRO-CHY13305.,funding,2,canonical
org_alias_a6cd9bbf7e00,org_55533cc58015,Ethiopiaid UK,,funding,2,canonical
org_alias_ee1db0866737,org_9ae5d7290fea,"FAID is an initiative of a group of volunteers with many years of experience in the field of ageing. The objective of this initiative is to work for the wellbeing of older people in Pakistan and to raises awareness about ageing and support the government, private sector, civil society, academia, and families to get prepared as a country with appropriate age-friendly policies, programs, services, systems and environments to cater for the needs of the old people of now as well those in of future.",PK-SECP-0254720,implementing,2,canonical
org_alias_16323af8a272,org_d96f8fde4782,FCDO,GB-GOV-1,funding,2,canonical
org_alias_2e89cc0c8e0b,org_4478b44bbada,FONDATION PIERRE FABRE,,implementing,2,canonical
org_alias_3ac307f06262,org_5c090398f454,Family Health International,US-EIN-23-7413005,implementing,2,canonical
org_alias_a943c9853293,org_d09e228b52e4,Family Life Education Program,UG-NGB-1826,implementing,2,canonical
org_alias_c24a96b3945d,org_9903d4716bc6,Financing Alliance for Health,US-EIN-85-0976806,implementing,2,canonical
org_alias_54a78b7f738c,org_52ebda6614bb,GAVI,47122,funding,2,canonical
org_alias_f0cbbb96a3f9,org_a86eafeb4ee5,GAVI,XM-DAC-69-18,accountable,2,canonical
org_alias_5abb4d16cf6c,org_7948d9b819d4,GB-COH-1762840,GB-COH-1762840,accountable,2,canonical
org_alias_b244a47e75ab,org_6b1950d022f6,GOVERNMENT OF MAKUENI COUNTY,XM-DAC-41122-VN-249485,implementing,2,canonical
org_alias_028efe3dffb3,org_0a13acbf8a25,GROUPE URGENCE REHABILITATION DEVELOPPEMENT,,implementing,2,canonical
org_alias_01de03b6a071,org_a32e6a7db5f2,Georgia,XM-DAC-41122-G16001,funding,2,canonical
org_alias_c305d57775f1,org_11f52ee1cdb9,German Doctors e.V.,,implementing,2,canonical
org_alias_50487657de9e,org_e5d5b8a57197,"Gesundes Afrika, Gesellschaft für Medizin und Forschung in Afrika e.V.",,implementing,2,canonical
org_alias_298a3c3f9227,org_1de1651f1927,Girls’ Education Challenge – Fund Manager PwC,GB-COH-03580586-GEC,reporting,2,canonical
org_alias_410fab15723a,org_ad0601a72f41,Global - Gender Equality,XM-DAC-41122-T49957,funding,2,canonical
org_alias_1f0c34b197d6,org_b2f65ab50e19,Global Alliance for Improved Nutrition,CH-FDJP-CHE-110.347.351,implementing,2,canonical
org_alias_7acdb35f0b97,org_0ca5f946b33a,"Global Fund to Fight AIDS, Tuberculosis and Malaria",47045,funding,2,canonical
org_alias_0c1de26c60ee,org_0ca5f946b33a,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",47045,funding,2,canonical
org_alias_5c25ac0363be,org_1e0fd9397028,Global Innovation Fund,GB-CHC-1171353,reporting,2,canonical
org_alias_fe62b0e9adad,org_8ef0db369406,Gouvernement du donneur,XM-DAC-11000,implementing,2,canonical
org_alias_117ca57a858c,org_d6c9e1ad9414,Government of Austria,XM-DAC-41122-G03001,funding,2,canonical
org_alias_e75edf1cc8c6,org_7ac8ce140505,Gulu University,,implementing,2,canonical
org_alias_44e347a5b37d,org_fbd35bb0e0a9,HADNET GENERAL TRADING COMPANY LIMITED,,implementing,2,canonical
org_alias_78440cdaad68,org_f0679bd13e1a,HEALTHCARE FOUNDATION ORGANIZATION,XM-DAC-41122-VN-245467,implementing,2,canonical
org_alias_54d943acac6e,org_9a181e8730eb,HECTA LIMITED,,implementing,2,canonical
org_alias_ee2d9f781442,org_99b2eadd4a1f,HELP HILFE ZUR SELBSTHIFE HELP E V,XM-DAC-41122-VN-233147,implementing,2,canonical
org_alias_375efde5c41d,org_5771bb997f1a,HIMILO RELIEF AND DEVELOPMENT ASSOCIATION,XM-DAC-41122-VN-213565,implementing,2,canonical
org_alias_7b7de170e4e6,org_b195a3365545,Health Action International,NL-KVK-41207580,reporting,2,canonical
org_alias_6d209647a92a,org_de0287111667,Health Poverty Action,GB-CHC-1837621,implementing,2,canonical
org_alias_7c2a2237449d,org_d8660eb7dcf8,HealthNet TPO,NL-KVK-41211943,implementing,2,canonical
org_alias_968f2046cfdc,org_9dd0cccf1b5f,Helen Keller International,,implementing,2,canonical
org_alias_dad18f9ee2fe,org_0590181734ca,"HelpAge Ethiopia is a network member of HelpAge International, a global network of organizations working towards a fairer world for older people so they can live safe, healthy, and dignified lives. In addition to working with more than 170 network members in 91 countries, HelpAge International operates country program offices in 13 countries across Asia, Africa, the Middle East, and Eastern Europe. Over the years, the HelpAge International Ethiopia office has been engaging in various service provision activities including humanitarian and development assistance. HelpAge International has also played a key role in promoting the rights of older people and building the capacity of partners and stakeholders for sustainable change. These include setting up of advocacy framework and coordinating higher-level policy dialogues; strengthening the capacity of age- inclusive organizations and older people groups to own and demonstrate actions on and supporting consultative process between OPAs and CSO partners on a list of priority issues and agendas, facilitating them to take lead on the day-to-day implementation of project activities at local, district and regional levels. HelpAge International Ethiopia country program enjoys excellent rapport with the National and Local Government Authorities in Ethiopia including the Ministry of Health, Ministry of Women and Social Affairs, The Refugees and Returnees Service, Authority for Civil Society Organizations, and Regional Administration and Local Government structures. The country program also works with Government Institutions, Research/Academic Institutions, UN agencies, Network members, and Local partners based in Ethiopia. HelpAge International Ethiopia country program’s current focus areas are Income security, Healthy Ageing, and Inclusive Humanitarian Action. More specifically, our sectoral interventions address social protection, health and wellbeing, nutrition,voice/advocacy, livelihoods, protection, and inclusion in both humanitarian and development contexts. In line with its organizational commitment to the Charter for Change, a key element of the HelpAge International Global Strategy 2030, HelpAge International has been transitioning all country programs to be locally led and managed by national 2024/25. To this end, HelpAge International`s country office in Ethiopia has been undergoing a series of consultations for the past 3 years with stakeholders` including target beneficiaries to figure out the best option to embrace localization ambition.",ET-CSA-7632-HAE,implementing,2,canonical
org_alias_45e3be3ec414,org_7948d9b819d4,HelpAge International,GB-COH-1762840,implementing,2,canonical
org_alias_bbe23a2bbdb3,org_e60ea0fe4427,Holland Greentech / MACAMPO,,implementing,2,canonical
org_alias_791ccf251351,org_7ab2b50cfe9c,IDH Sustainable Trade Initiative,,implementing,2,canonical
org_alias_bdf2753628d4,org_0d564c1095d0,IIT Madras,,implementing,2,canonical
org_alias_c4b44061ae79,org_c9e18e9dea8b,INTER RELIGIOUS COUNCIL OF KENYA,XM-DAC-41122-VN-228542,implementing,2,canonical
org_alias_43a27627a362,org_f8d3789089bd,INTERNATIONAL RESCUE COMMITTEE,XM-DAC-41122-VN-218805,implementing,2,canonical
org_alias_db98a33618e7,org_8325fa1303ee,IP not published,XM-DAC-41122-VN-250549,implementing,2,canonical
org_alias_1503ce56fac7,org_cb54e7f7a0a2,IP not published,XM-DAC-41122-VN-238212,implementing,2,canonical
org_alias_1042dff154fe,org_820b189891ff,Iceland,XM-DAC-41122-G19801,funding,2,canonical
org_alias_4e09b8a38654,org_77742aefdb9d,"Imperial College of Science, Technology and Medicine",GB-COH-04465125,reporting,2,canonical
org_alias_9729dbbb09b2,org_f6ca27a0c94c,Individual donors to Ethiopiaid,,funding,2,canonical
org_alias_e60facfd649f,org_854872bc829d,Institut National de Recherche Biomédicale,,accountable,2,canonical
org_alias_0d8351bd2267,org_5fe056f46b14,Institute for Tropical Medicine,,implementing,2,canonical
org_alias_5a86f4f825a8,org_70035025f458,Institute of Development Studies,GB-COH-877338,implementing,2,canonical
org_alias_51ce1572d5dc,org_c2c1dd5c7b33,Institute of Tropical Medicine,BE-BCE_KBO-0410057701,implementing,2,canonical
org_alias_8814ae2bde07,org_08f9668061e0,Integra,XM-DAC-69-2,accountable,2,canonical
org_alias_5dc7b23c9b39,org_56dd0d2564a0,Interchurch Medical Assistance Inc (IMA),,implementing,2,canonical
org_alias_4825243ff9ac,org_9c25c6e3a564,International Bank for Reconstruction and Development,,accountable,2,canonical
org_alias_2d533e45cd1b,org_b23c2b344be2,International Bank for Reconstruction and Development,XM-DAC-44001,accountable,2,canonical
org_alias_c9062b3d884b,org_b23c2b344be2,International Bank for Reconstruction and Development,XM-DAC-44001,implementing,2,canonical
org_alias_eb8bd4e6f12d,org_8e6e3e86afa8,International Centre of Insect Physiology and Ecology (icipe),KE-KRA-P051097200R,funding,2,canonical
org_alias_06c192ff62c8,org_c8c76ca4f84e,International Committee of the Red Cross,XM-DAC-21016,implementing,2,canonical
org_alias_42ac1e7e14c6,org_eba83d0f0bb9,International Development Association,XM-DAC-44002,accountable,2,canonical
org_alias_e2431bbd8a38,org_c29e2b3d3222,International Federation of Red Cross and Red Crescent Societies,XM-DAC-21018,implementing,2,canonical
org_alias_125589724201,org_3f232c6ebd7c,International Finance Corporation,XM-DAC-903,implementing,2,canonical
org_alias_db8c18a8fc34,org_6abd0f3351de,International Food Policy Research Institute,XI-GRID-grid.419346.d,implementing,2,canonical
org_alias_a4f32b421cfb,org_888a6cd184a0,International Institute for Primary Health Care - Ethiopia,XM-DAC-12000,implementing,2,canonical
org_alias_35d288078563,org_3ac48966b591,International Organisation for Migration,XM-DAC-47066,implementing,2,canonical
org_alias_5a4b508ad474,org_3ac48966b591,International Organization for Migration,XM-DAC-47066,accountable,2,canonical
org_alias_b12170b737ca,org_3ac48966b591,International Organization for Migration,XM-DAC-47066,implementing,2,canonical
org_alias_b4238450ec8e,org_3b3d55a1351c,International Planned Parenthood Federation,GB-CHC-229476,accountable,2,canonical
org_alias_1af11d55763c,org_39d2bd506239,International Vaccine Institute,XM-DAC-47074,implementing,2,canonical
org_alias_a434a17f3ccf,org_353c566f69fb,JHPIEGO,XM-DAC-41122-VN-241275,implementing,2,canonical
org_alias_a871fe2d4a55,org_a7554b86c208,Jacaranda Health Solutions Limited,,accountable,2,canonical
org_alias_835524898923,org_a7554b86c208,Jacaranda Health Solutions Limited,,implementing,2,canonical
org_alias_418c3db00268,org_e93b63ad7617,Jimma University,,implementing,2,canonical
org_alias_dda5928f0b44,org_cd2a37e07b0b,Joint United Nations Programme on HIV/AIDS,XM-DAC-41110,accountable,2,canonical
org_alias_cfb8b89d2bdc,org_cd2a37e07b0b,Joint United Nations Programme on HIV/AIDS,XM-DAC-41110,implementing,2,canonical
org_alias_c9023f4a901a,org_cd2a37e07b0b,Joint United Nations Programme on HIV/AIDS (UNAIDS),XM-DAC-41110,funding,2,canonical
org_alias_f5f3f90398bd,org_84596ddf9174,Jomo Kenyatta University of Agriculture and Technology,,implementing,2,canonical
org_alias_65c928d2ad73,org_f53482424a6d,KAKAMEGA COUNTY HEALTH SERVICES,XM-DAC-41122-VN-238201,implementing,2,canonical
org_alias_41af5bbc97ae,org_4be4bb045e5b,KEMRI Wellcome Research Programme,,implementing,2,canonical
org_alias_5018b0d14f31,org_5f21dcfc96b2,KENYA GIRL GUIDES ASSOCIATION,XM-DAC-41122-VN-242735,implementing,2,canonical
org_alias_efb025bd38a8,org_68c252a791db,KENYA PRIVATE SECTOR ALLIANCE FOUNDATION,XM-DAC-41122-VN-248368,implementing,2,canonical
org_alias_11ef133ce18a,org_98831247fb3a,KING'S COLLEGE LONDON,GB-COH-RC000297,reporting,2,canonical
org_alias_d14102ed8556,org_b801607cb002,KPMG AUDITORES SL,XM-DAC-12001,implementing,2,canonical
org_alias_5dd878dd8e6e,org_8004f426a74a,Kamuzu College of Health Sciences,,implementing,2,canonical
org_alias_952c944e630d,org_41e71fb18319,Kamuzu University of Health Sciences,,implementing,2,canonical
org_alias_db08e57ddd3f,org_132fb32a9d6a,Keele University,GB-COH-RC000655,reporting,2,canonical
org_alias_f3cfd886b377,org_fe2c372bb6e1,Kenya Medical Research Institute (KEMRI),,implementing,2,canonical
org_alias_2b2e85435932,org_553043916913,KfW Bankengruppe (KfW),XM-DAC-5-2,accountable,2,canonical
org_alias_3b32f0e7d3ab,org_0594747a7f93,Kilimanjaro Centre for Community Ophthalmology (KCCO),,implementing,2,canonical
org_alias_7a6cc16119fe,org_1bf9799c8fd2,Kota Kita,,implementing,2,canonical
org_alias_2626016d91a0,org_be7349ce1669,LAMU COUNTY GOVERNMENT,XM-DAC-41122-VN-234455,implementing,2,canonical
org_alias_bf327974c540,org_e89be5c84429,LEGO Fonden,TF875061,funding,2,canonical
org_alias_3bb4f83fabdb,org_64129eabd7a5,LEGO Foundation,,funding,2,canonical
org_alias_e7ee3f76c35b,org_13876e926c16,LUGOR AND CO ADVOCATES,,implementing,2,canonical
org_alias_15d04e39ffc9,org_08488ae5c1bf,Liverpool School of Tropical Medicine,,implementing,2,canonical
org_alias_83d3f7d85701,org_16b338107b19,London School of Hygiene & Tropical Medicine,,implementing,2,canonical
org_alias_c9067463c956,org_35a878acd30c,London School of Hygiene and Tropical Medicine,,accountable,2,canonical
org_alias_8ca1516b4863,org_35a878acd30c,London School of Hygiene and Tropical Medicine,,implementing,2,canonical
org_alias_df071c365447,org_6de9b9e7d6d9,London School of Hygiene and Tropical Medicine,22000,implementing,2,canonical
org_alias_979eba4c5c1d,org_a3c56bc3164e,London School of Hygiene and Tropical Medicine,GB-EDU-133903,accountable,2,canonical
org_alias_2558ad5167c9,org_c4497912a6b8,Luxembourg,XM-DAC-41122-G26401,funding,2,canonical
org_alias_b5401e6d486f,org_77bf18ac5dc8,MAEDI,FR-6,funding,2,canonical
org_alias_feaf7e730920,org_77bf18ac5dc8,MAEDI,FR-6,reporting,2,canonical
org_alias_8718bee7c666,org_08f9668061e0,MAGNA,XM-DAC-69-2,accountable,2,canonical
org_alias_f3527563e364,org_489549848e41,MALTESER HILFSDIENST EV,DE-CR-RA000280-VR4726,implementing,2,canonical
org_alias_ae96a177d248,org_aa8e032d0a0b,MEDAIR,XM-DAC-41122-VN-217596,implementing,2,canonical
org_alias_6b316bfe40d9,org_8ec93730c424,MEDICOS DEL MUNDO,ES-NIF-G79408852,implementing,2,canonical
org_alias_464f5f3d63e2,org_81b709ae7621,MERCY USA FOR AID AND DEVELOPMENT INC,XM-DAC-41122-VN-213599,implementing,2,canonical
org_alias_e07fc60e8bb6,org_6082c7dd75dd,"MERQ Consultancy, PLC",XM-DAC-62009,implementing,2,canonical
