target_account_id,account_name,organisation_entity_id,country,account_type,crm_stage,buyer_demand_score,buyer_demand_tier,opportunity_score,active_opportunities,high_priority_opportunities,upcoming_pipeline,estimated_opportunity_value,catalogue_fit_score,catalogue_fit_status,catalogue_matched_events,catalogue_matched_products,historical_familiarity_score,historical_familiarity_band,historical_evidence_count,timing_score,next_closing_date,commercial_account_priority_score,commercial_account_priority_tier,priority_reason,recommended_action,procurement_event_ids,familiarity_evidence_ids
acct_ae5c5d480e36,MINISTRY OF GENDER LABOUR AND SOCIAL DEVELOPMENT,org_cb0ec54797d4,Uganda,Implementing Partner,Prioritise,36.0,C,40.0,2,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,100.0,2026-09-09,27.8,MONITOR,2 active opportunities; near-term closing,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_e04e7408fb87e161; proc_26b9ee78b85600a4; proc_02b7b9ab19deb726; proc_a0ec61529940e093; proc_a127d21761cb5d5e; proc_7b2973681e8ef03f; proc_634c7b9e6499a87b,
acct_1cb2e78d6838,MINISTRY OF EDUCATION,org_888dac064567,Kenya,Implementing Partner,Prioritise,26.0,C,35.0,1,1,1,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,100.0,2026-09-16,23.3,MONITOR,1 active opportunity; 1 high-priority signal; near-term closing,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_7f7ec8180cdb9404; proc_953973e7c9135c9a; proc_ac30e934baa25e70; proc_297471c690ba31c3; proc_027633d28479c800,
acct_e306f1ee07c6,MINISTRY OF HEALTH,org_b7fc802a0a04,Uganda,Implementing Partner,Prioritise,32.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,9.6,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_e306f1ee07c6,Ministry of Health,org_b7fc802a0a04,Tanzania,Implementing Partner,Prioritise,32.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,9.6,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_e306f1ee07c6,Ministry of Health,org_b7fc802a0a04,South Sudan,Implementing Partner,Prioritise,32.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,9.6,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_676c8ea62abdc209; proc_e5cf0f750e2e362e; proc_8eac27ed72314333; proc_f0b451cd03bc6e2c; proc_3c96eed423fdb864; proc_638af26b16086c46; proc_517a7abb6c8b8036; proc_91162cc483f2ad2c; proc_72fe014181979a65; proc_6f17d4f52b6ff749; proc_00728bcdd17aa3cf; proc_54976c2f5558af96; proc_0285841781a343a8; proc_49bfe69beee16bf5; proc_7ac100e45fea180c; proc_5672bdfd39de9fb3; proc_83456012b2115273; proc_8e3effef006c9706; proc_2e200377000d4091; proc_f6bbc22e8aed13b3; proc_5596c9cd2495bb36,
acct_e306f1ee07c6,Ministry of Health,org_b7fc802a0a04,Kenya,Implementing Partner,Qualify,32.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,9.6,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_ae0eadec6775,MINISTRY OF FINANCE AND PLANNING,org_2311ee0131b6,South Sudan,Implementing Partner,Prioritise,25.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,7.5,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_004390c7bb330b36; proc_51f96ca34defa5d4; proc_41547f54415a2bd1; proc_fbba6aafd3d6eb3d; proc_04003f805a426a14; proc_a84605d12c78a642; proc_22840038cb2507ea; proc_4abcc712692cf620; proc_caaa2856156020a0; proc_d356a48d6c830b5e; proc_84887bc6149fdf35; proc_20495baff4179a32; proc_f7d555cef37c322e; proc_86f27e8c46a47801; proc_3403ce4181006e85; proc_f897d1cde046b7d5; proc_2a6a357d3cb4227f; proc_f189b711b5a6041d; proc_40d71d7b855bc573; proc_d9e0953e03804d72; proc_41d2c8f8ad619164; proc_06cac96f0575d5ed; proc_58d68c6cd7e220d5; proc_d9359a89ffba5cfe; proc_99bdf2d7f37d67e6; proc_ff05d2edb3f6da0b; proc_e527f7137b6376e7; proc_45629a1a2a89f3cc; proc_8639024160a2a297; proc_5be33e7708ca8ac9; proc_aa4a8b68275745e1; proc_53dc42f2de1beaf8; proc_7cf87cb2c960e64b,
acct_ae0eadec6775,MINISTRY OF FINANCE AND PLANNING,org_2311ee0131b6,Tanzania,Implementing Partner,Prioritise,25.0,C,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,7.5,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_ddc379dc761d,African Development Bank,org_f5b57cfc621b,Kenya; Ethiopia; Democratic Republic of the Congo; Uganda; South Sudan,Reporting Organisation,Prioritise,2.0,MONITOR,10.0,0,0,2,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,3.6,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_6ebdaa7f0c1bde83; proc_9522f622d3e777f5; proc_86643b3597b7b355; proc_98c0fad7c0f9ea02; proc_807aef1095af2827; proc_8a5f19940b16a868; proc_c4d7f91dd43e0c18; proc_d8a65b88e26571d9; proc_21c6608c419135c0; proc_f40e96d63c6802ba; proc_51b2ffd62c51aa15; proc_8b3ce4adb541619a; proc_d9eff89b33c10cf3; proc_2e8f3430f841fe82; proc_164838d7d45212d3; proc_ccbbdb8055c42c05; proc_98a0bf41f292a603; proc_9d44ed9122a046ad; proc_aa78c25ee483b6f5; proc_f6477ae71c5693b5; proc_138491e17dee1e48; proc_3004cfcca25409e0; proc_c2cba58600afe683; proc_e19b2d3c508028c0; proc_9645986e04592f81; proc_a77c92c1514c017a; proc_f510d899812ef208; proc_305a5d1f7b11dc2a; proc_430761442bf30074; proc_35d272e7c2ae6d08; proc_cdfc1acd24d2ea77; proc_2b7d525c9402176f; proc_fdadfc722756513d; proc_a8ec9d2531b6a4e7,
acct_9ca352d8a4ec,Ministry of Trade and Industry,org_7c4d75f71981,Rwanda,Implementing Partner,Prioritise,3.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.9,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,proc_6c773039f654ea0e,
acct_36e459152167,15ème Communauté Baptiste du Congo ECC ASBL,org_297e0c7105c9,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_2bdb0eefdd73,3ie International Initiative for Impact Evaluation,org_c2ad8b72d0cb,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_b2c22b3e6163,60 Decibels,org_d3fca421f0dc,Kenya; IN; SL; NP; GH; BR; GB; ZA,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_dbdbe5e019f7,AAC ADM FIN AND ECO UN HEALTH AND NUT,org_8e8100114f07,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_cfed2a5c5b22,Abt Associates Inc.,org_5c1e10208472,GB; MW; Tanzania; ZM,Donor,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_ea400cfd9783,Abt Britain Ltd,org_6a30dd272c2b,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_ea400cfd9783,Abt Britain Ltd,org_6a30dd272c2b,BD; NP; Kenya; Uganda; MW; MZ; Tanzania; ZM; Ethiopia; South Sudan,Implementing Partner,Research,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_8b982f334655,ABYEI COMMUNITY ACTION FOR DEVELOPMENT,org_cb1581520283,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_33acd3ee79b6,ACAD - Christian Action for Aid and Development,org_7e150546fd0f,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_96985ad831dd,ACAP - COMUNITÀ DI S. EGIDIO ONLUS,org_6f82cb69386b,Kenya,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_4f2619bd87fd,ACCESS FOR HUMANITY,org_692f6d0a3bbe,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_2deb774788b2,Access to Nutrition Initiative,org_ca7612b4759e,Kenya; Tanzania; BD; ID,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_0ba43963f80e,ACK Development Services (ADS) - Nyanza,org_c9e4e7c8e8cd,Kenya,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_4d0a64bc022e,ACROSS,org_4bc9be0bb457,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_b11488e7a4af,ACROSS AFRICA DEVELOPMENT ORGANIZATION,org_ea255449ae01,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_7dfba59c8e0d,Act4Africa,org_055aa8b96cff,Uganda,Accountable Agency,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_430d39b1c617,Act4Africa UG,org_f000951e4d31,Uganda,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_39a5e363460a,ACTED,org_71c055792cfe,NP; Kenya; PK; SL; MW; GH; ZW; Ethiopia,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_72557d616e9d,ACTION AFRICA HELP INTERNATIONAL,org_b73e7b3d9e85,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_073196e9d358,ACTION AGAINST HUNGER,org_86ff8fd60111,Kenya,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_073196e9d358,Action Against Hunger,org_86ff8fd60111,Tanzania; Uganda,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_073196e9d358,Action Against Hunger,org_86ff8fd60111,Uganda,Implementing Partner,Research,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_694f31df73c6,ACTION AGAINST HUNGER ETHIOPIA,org_a2fab98ce412,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_c17e683ff839,ACTION AGAINST HUNGER SPAIN,org_cf4ef8515109,Kenya; Uganda; Ethiopia; South Sudan,Donor,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_548314bbbb0e,Action Against Hunger UK,org_8605c781992e,Somalia; Ethiopia; Democratic Republic of the Congo; YE; South Sudan,Donor,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_c671a526b2f0,ACTION AGAINST HUNGER USA,org_0c21969bd0c0,Somalia; South Sudan; Kenya; Uganda; Ethiopia; YE,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_b99c894569fc,Action Contre la Faim,org_10ca5fe68bd4,Democratic Republic of the Congo; Somalia; YE; South Sudan,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_092983e43306,ACTION D'ESPOIR,org_631c86c7c610,Democratic Republic of the Congo,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_9a89a24e254c,ACTION DES VOLONTAIRES UNIS POUR LE DEVELOPPEMENT ET LA SANTE,org_d3ae4ef5f777,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_38d78af53623,ACTION FOR CONFLICT RESOLUTION,org_0bec58d1a548,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_57e8ae9659c3,ACTION FOR DEVELOPMENT,org_1244495c6121,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_fa381b057f08,ACTION FOR INTEGRATED SUSTAINABLE DEVELOPMENT ASSOCIATION,org_b502bccc8a10,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_555833b35c17,ACTION FOR RECOVERY AND TRANSFORMATION ART,org_2d15cc131106,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_e94c052ebf94,Action for Social Development and Environmental Protection Organization,org_9e11dc4cdf4e,Ethiopia,Implementing Partner,Research,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_8fabb5bfebd5,ACTION JUSTICE ET PAIX,org_d237f725ded7,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_6b6ad7984256,ACTION OF THE FUTURE,org_16afe6ac44e9,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_ef01c535da7b,ACTION POUR LE DEVELOPPEMENT DU PEUPLE ADEPE,org_7ea02b08c5a6,Rwanda,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_e562bd1e865b,ActionAid International Kenya,org_8619674377e4,NP; Kenya; PK; SL; MW; GH; ZW; Ethiopia,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_34bc66f8d507,ACTIONS CONCRETES POUR LA PROTECTION DE L ENFANCE,org_b902261b1296,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_e1917e38d3ac,ACTIONS HUMANITAIRES ET DAIDE AU DEVELOPPEMENT INTEGRE AHADI,org_4371b812f2b7,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_a4346d131bbb,ACTIONS POUR LA PROTECTION ET L ENCADREMENT DE L ENFANT,org_cdf702fefeaa,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_048eb46af2f3,ACTIONS POUR LA REHABILITATION ET LA PROMOTION SOCIALE,org_b182fa5dd717,Democratic Republic of the Congo,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_990abd9902ad,ACTIVE IN DEVELOPMENT AID,org_05583d362f80,Somalia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_119cdcdce547,ADDIS ABABA CITY ADMINISTRATION FINANCE ECONOMIC DEVELOPMENT BUREAU,org_c960608c72f2,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_db53d6a222e4,ADDIS ABABA CIVIL REGISTRATION AND RESIDENCY SERVICE AGENCY,org_c12beba1f124,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_c13cbaef4c31,Addis Ababa University,org_65f816fd5774,Ethiopia,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_c13cbaef4c31,Addis Ababa University,org_65f816fd5774,Kenya; Ethiopia,Implementing Partner,Research,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_783cd158cf87,"Addis Ababa University, Ethiopia",org_fa2d91f59400,CM; Ethiopia; GH; Kenya; MW; NG; ZA; SD; Tanzania; Uganda; NZ; GB,Implementing Partner,Qualify,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_d3e467536b86,Adina Stiftelsen,org_a302be00eeaa,Uganda,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_0083ba34b2e8,Adina Stiftelsen - Local Office,org_80e89bb47364,Uganda,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_91f8f78b1b74,ADMINISTRATION OF EDUCATION ABYEI,org_ad091fa39a75,South Sudan,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
acct_8a4111eff7e6,ADRA - Adventist Development and Relief Agency Canada,org_04e0002a9d2a,Kenya; KH; PH; Uganda,Implementing Partner,Prioritise,0.0,MONITOR,0.0,0,0,0,0.00,0.0,NO_VERIFIED_CATALOGUE_MATCH,0,,0.0,NONE,0,0.0,,0.0,MONITOR,No strong commercial signal yet.,Keep on watchlist; revisit when new procurement demand or catalogue-fit evidence appears.,,
