organisation_intelligence_id,organisation_entity_id,organisation_name,account_type,roles,activity_count,active_activity_count,pipeline_activity_count,country_codes,country_names,reported_budget,average_opportunity_score,high_priority_opportunities,top_equipment_categories,commercial_relevance,latest_update,source_layer
org_intel_8a9fcc839422,org_ec9e37b6b570,GPNRS LIVESTOCK AND FISHE RES DEV BUREAU,Implementing Partner,implementing,55,5,50,ET,Ethiopia,952649552.0,55.5,12,Medical devices; Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_a140ba95ed7f,org_3356eb8a871e,France,Donor,funding,25,25,0,RW; CD; KE; TZ; CM; CI,Rwanda; Democratic Republic of the Congo; Kenya; Tanzania; CM; CI,360759999.98,59.8,12,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_658f60792899,org_110c839bdcb6,Netherlands Enterprise Agency,Donor,reporting; implementing; accountable; funding,26,26,0,BD; CI; CO; EG; ET; GH; ID; IN; KE; MA; NA; NG; SN; TZ; UA; UG; VN; ZA; AF; AL; AM; AO; BA; BF; BI; BJ; BO; BT; CD; CN; CR; CU; CV; DJ; DZ; EC; ER; GE; GM; GN; GT; HT; IQ; IR; JO; KH; LA; LB; LK; LR; LY; MD; MG; MK; ML; MM; MN; MW; MZ; NE; NI; NP; PA; PE; PH; PK; PS; RW; SD; SL; SO; SR; SS; ST; TD; TG; TH; TN; XK; YE; ZM; ZW; MY; AR; BR; BS; BZ; CL; CM; DO; GQ; GY; HN; JM; KG; KM; KP; MR; PY; SV; SY; SZ; TO; TR; VE; BW; CF; DM; GR; PG; BY; GA; MX; HU; PL; AE; BH; KW; OM; QA; SA; AZ; BG; CG; LT; RO; VU,BD; CI; CO; EG; Ethiopia; GH; ID; IN; Kenya; MA; NA; NG; SN; Tanzania; UA; Uganda; VN; ZA; AF; AL; AM; AO; BA; BF; BI; BJ; BO; BT; Democratic Republic of the Congo; CN; CR; CU; CV; DJ; DZ; EC; ER; GE; GM; GN; GT; HT; IQ; IR; JO; KH; LA; LB; LK; LR; LY; MD; MG; MK; ML; MM; MN; MW; MZ; NE; NI; NP; PA; PE; PH; PK; PS; Rwanda; SD; SL; Somalia; SR; South Sudan; ST; TD; TG; TH; TN; XK; YE; ZM; ZW; MY; AR; BR; BS; BZ; CL; CM; DO; GQ; GY; HN; JM; KG; KM; KP; MR; PY; SV; SY; SZ; TO; TR; VE; BW; CF; DM; GR; PG; BY; GA; MX; HU; PL; AE; BH; KW; OM; QA; SA; AZ; BG; CG; LT; RO; VU,1423514021.02,56.0,11,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_a140ba95ed7f,org_3356eb8a871e,France,Donor,funding; reporting,27,11,16,CD; SS; KE; UG; SO; ET,Democratic Republic of the Congo; South Sudan; Kenya; Uganda; Somalia; Ethiopia,844558200.0,63.3,11,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_ce2ffa651a34,org_03f184fc4d50,World Health Organization,Implementing Partner,implementing,21,20,1,ET; NG; IN; PK; SO; MZ; SN; ZM; KE; BD; TZ; CD; UG; MX; IR; IQ; SY; AF; CN; SS; RW,Ethiopia; NG; IN; PK; Somalia; MZ; SN; ZM; Kenya; BD; Tanzania; Democratic Republic of the Congo; Uganda; MX; IR; IQ; SY; AF; CN; South Sudan; Rwanda,80308997.72,58.4,11,Medical devices; Facility / hospital infrastructure; Facility Infrastructure; Laboratory equipment,Tier 1,,intelligence
org_intel_aa55a5041afc,org_ab490ed6ff9a,United Nations Multi-Partner Trust Fund Office (MPTFO),Donor,funding,15,15,0,TZ; RW; UG; KE; ET,Tanzania; Rwanda; Uganda; Kenya; Ethiopia,22504045.18,63.5,11,Medical devices; Facility / hospital infrastructure; Health IT / information systems; IT / Health Information Systems,Tier 1,,intelligence
org_intel_74a020f9e699,org_5c1b932e7b70,"Ministry of Foreign Affairs, Denmark",Donor,funding; reporting; accountable,75,53,22,SO; CD; ET; RW; SS; TZ; KE,Somalia; Democratic Republic of the Congo; Ethiopia; Rwanda; South Sudan; Tanzania; Kenya,1472025075.69,37.0,10,Facility / hospital infrastructure; Medical devices; Facility Infrastructure,Tier 1,,intelligence
org_intel_f2e7420767cd,org_4cae9799fafb,REACH THE NEEDY ETHIOPIA RTN ETHIOPIA,Implementing Partner,implementing,53,3,50,ET,Ethiopia,899065552.0,54.2,10,Medical devices; Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_00da15d4f384,org_b8a3fd29f053,King Salman Humanitarian Aid and Relief Centre,Donor,reporting; funding,29,24,5,TZ; CD; ET; SO; SS,Tanzania; Democratic Republic of the Congo; Ethiopia; Somalia; South Sudan,840362986.0,65.9,10,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Medical Devices & Equipment,Tier 1,,intelligence
org_intel_cb6f60cb6b1f,org_88f6c68cb639,Danish Committee for UNICEF,Donor,funding,13,9,4,SO; RW; CD; ET; KE; SS; UG,Somalia; Rwanda; Democratic Republic of the Congo; Ethiopia; Kenya; South Sudan; Uganda,516033684.0,81.1,10,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_19ac0d364e25,org_90d8c18cb0ff,UK - Department of Health and Social Care (DHSC),Donor,funding; reporting; accountable,20,19,1,KE; RW; GB; UG; ET; CM; GH; MW; NG; ZA; SD; TZ; NZ; IN; SL,Kenya; Rwanda; GB; Uganda; Ethiopia; CM; GH; MW; NG; ZA; SD; Tanzania; NZ; IN; SL,240738092.14,55.7,10,Facility / hospital infrastructure; Diagnostic equipment; Facility Infrastructure; IT / Health Information Systems,Tier 1,,intelligence
org_intel_6d1738e941be,org_7a27e999ef54,Clinton Health Access Initiative,Implementing Partner,implementing; reporting; accountable,21,21,0,ET; AO; CM; BJ; MZ; ZW; SL; UG; BF; DO; GT; HT; HN; NI; PA; MM; KH; LA; VN; PG; RW; IN; ID; MW; NG; ZA; TZ; ZM; KE; CN; PH; CD; LR; BE; EG; IE; NP; CH; GB; US; TJ; JO; BR,Ethiopia; AO; CM; BJ; MZ; ZW; SL; Uganda; BF; DO; GT; HT; HN; NI; PA; MM; KH; LA; VN; PG; Rwanda; IN; ID; MW; NG; ZA; Tanzania; ZM; Kenya; CN; PH; Democratic Republic of the Congo; LR; BE; EG; IE; NP; CH; GB; US; TJ; JO; BR,184662680.77,58.6,10,Facility / hospital infrastructure; Diagnostic Equipment; Diagnostic equipment; Facility Infrastructure,Tier 1,,intelligence
org_intel_0407709eb7be,org_4680785ef2c7,Welthungerhilfe,Reporting Organisation,reporting,12,12,0,SS; CD; SO; UG; ET; KE,South Sudan; Democratic Republic of the Congo; Somalia; Uganda; Ethiopia; Kenya,45511004.0,67.3,10,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_9aad55e8065e,org_55e5fdd3063e,Engagement Global gGmbH,Accountable Agency,accountable,41,41,0,KE; TZ; ET; CD; RW; SS; UG,Kenya; Tanzania; Ethiopia; Democratic Republic of the Congo; Rwanda; South Sudan; Uganda,17602820.39,49.0,10,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Diagnostic equipment,Tier 1,,intelligence
org_intel_1e66d247ed43,org_c9e0005dc7a9,Ministry of Health and Welfare,Donor,funding,11,11,0,TZ; ET; UG; RW,Tanzania; Ethiopia; Uganda; Rwanda,10339000000.0,69.3,9,Medical devices; Laboratory equipment; Medical Devices & Equipment,Tier 1,,intelligence
org_intel_d97883702de6,org_a02de78381e3,Republic of South Sudan,Donor,funding,17,7,10,SS,South Sudan,1520803132.0,69.7,9,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_2a8643b587ff,org_839cd73be018,ONG basée dans un pays donneur,Implementing Partner,implementing; accountable,145,145,0,TZ; CD; NG; RW; UG; KE; SO; SS; ET,Tanzania; Democratic Republic of the Congo; NG; Rwanda; Uganda; Kenya; Somalia; South Sudan; Ethiopia,1219843328.0,40.9,9,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Diagnostic Equipment,Tier 1,,intelligence
org_intel_e9f7607887eb,org_d7467a19807d,World Bank Trust Funds,Implementing Partner,reporting; implementing,14,14,0,TZ; SO; CD; ET; RW; UG; KE,Tanzania; Somalia; Democratic Republic of the Congo; Ethiopia; Rwanda; Uganda; Kenya,876300804.53,58.2,9,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_ec487042b0a7,org_bea0bd9cfce4,AMHARA BUREAU OF WATER IRRIGATION AND ENERGY DEVELOPMENT,Implementing Partner,implementing,52,2,50,ET,Ethiopia,873655834.0,53.4,9,Medical devices; Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_b738da4ebc58,org_349b84ba530f,Korea International Cooperation Age,Donor,funding,9,7,2,CD; TZ; KE,Democratic Republic of the Congo; Tanzania; Kenya,847347336.0,90.6,9,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_517cfbb82333,org_1b8c6d4e0012,COUNTY GOVERNMENT OF MARSABIT DEPARTMENT OF HEALTH SERVICES,Implementing Partner,implementing,27,6,21,KE,Kenya,774265202.0,63.3,9,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_c6d920341016,org_aa16e0a2122a,Global - HIV and AIDS,Donor,funding,20,9,11,UG; ET; RW; KE; TZ; SS,Uganda; Ethiopia; Rwanda; Kenya; Tanzania; South Sudan,462520132.0,58.7,9,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_48163738d413,org_1dea60f72271,PS MINISTRY OF HEALTH ZNZ,Implementing Partner,implementing,9,8,1,TZ,Tanzania,165700732.0,92.9,9,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_2053a7a58eb5,org_4bd6674aafda,PS MINISTRY OF HEALTH AND SOCIAL WELFARE MATERNAL AND CHILD,Implementing Partner,implementing,9,9,0,TZ,Tanzania,159555414.0,89.0,9,Facility / hospital infrastructure; Medical devices; Facility Infrastructure,Tier 1,,intelligence
org_intel_82a7f6bb9542,org_ab4590b9454c,Other public entities in recipient country,Implementing Partner,implementing; accountable,17,12,5,RW; CD,Rwanda; Democratic Republic of the Congo,27042156.0,56.3,9,Facility / hospital infrastructure; Diagnostic equipment,Tier 1,,intelligence
org_intel_c3cc797d1dd7,org_b72c32b9bd07,"Ministry of Foreign Affairs, Ireland",Donor,funding,13,13,0,TZ; UG; SS; ET; CD; KE,Tanzania; Uganda; South Sudan; Ethiopia; Democratic Republic of the Congo; Kenya,20925405.37,61.9,9,Medical devices; Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_02390181364a,org_79620da9f812,Malaria Consortium US Inc,Donor,funding,14,14,0,UG; SS; ET,Uganda; South Sudan; Ethiopia,8237744.0,60.5,9,Medical devices; Facility / hospital infrastructure; Health IT / information systems; IT / Health Information Systems,Tier 1,,intelligence
org_intel_cda006fb529b,org_cd2a37e07b0b,UNAIDS - Joint UN Programme,Donor,funding; implementing; accountable,20,12,8,SS; CD; ET; RW; KE; UG; TZ,South Sudan; Democratic Republic of the Congo; Ethiopia; Rwanda; Kenya; Uganda; Tanzania,1099474188.24,60.6,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4cc6073cf2a2,org_cce1ecabbcac,Swiss Agency for Development and Cooperation (SDC),Donor,funding; reporting,599,593,6,CD; TZ; SO; RW; SS; KE; ET,Democratic Republic of the Congo; Tanzania; Somalia; Rwanda; South Sudan; Kenya; Ethiopia,829835358.38,35.2,8,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Health IT / information systems,Tier 1,,intelligence
org_intel_5bd491d36776,org_6e1a4e4a8d8d,Global - Water Sanitation & Hygiene,Donor,funding,22,3,19,SS; RW; KE; UG; ET; SO; TZ,South Sudan; Rwanda; Kenya; Uganda; Ethiopia; Somalia; Tanzania,438656210.0,62.5,8,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_6792b8e09926,org_4523d419ff64,SOMALI REGIONAL STATE HEALTH BUREAU,Implementing Partner,implementing,9,8,1,ET,Ethiopia,332293750.0,82.4,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4e93d6bac77c,org_96ecee91ee67,TIGRAY BUREAU OF HEALTH,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_33b293ff4374,org_2dba1409812d,B GUMUZ REGIONAL HEALTH BUREAU RHB,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d0a76dc90430,org_57350636bdd5,AFAR REGIONAL HEALTH BUREAU,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4f13f5b9331e,org_60cabcf81bd7,GPNRS HEALTH BUREAU,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_437f330ef120,org_88840b8523d5,AMHARA BUREAU OF HEALTH,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_f5a44f2d5dd9,org_c3e5c7e97d4e,OROMIA REGION BUREAU OF HEALTH,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_18d737b19c56,org_11f0e9f59644,SNRS HEALTH BUREAU,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_83ad04bc1e91,org_c577e6792b68,SOUTH WEST ETHIOPIAN REGION HEALTH BUREAU,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_f2a64226428a,org_6c7e3accbdde,CENTRAL ETHIOPIA REGIONAL STATE BUREAU OF HEALTH,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d4fe4a09582e,org_fd34c9b837ba,SERS BUREAU OF HEALTH,Implementing Partner,implementing,8,8,0,ET,Ethiopia,328951510.0,89.3,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_bdcfb3979081,org_9c9e97820652,PS PRIME MINISTERS OFFICE REGIONAL ADMINISTRATION AND LOCAL,Implementing Partner,implementing,8,7,1,TZ,Tanzania,156719002.0,93.2,8,Facility / hospital infrastructure; Medical devices; Facility Infrastructure,Tier 1,,intelligence
org_intel_1246850dee2b,org_8fb37418f6f0,PS MINISTRY OF HEALTH AND SOCIAL WELFARE HEALTH PROMOTION,Implementing Partner,implementing,8,7,1,TZ,Tanzania,156719002.0,93.2,8,Facility / hospital infrastructure; Medical devices; Facility Infrastructure,Tier 1,,intelligence
org_intel_91e520dc0873,org_7a8c1c8f70d4,PS MINISTRY OF HEALTH AND SOCIAL WELFARE ENVIRONMENTAL HEALTH,Implementing Partner,implementing,8,8,0,TZ,Tanzania,139495414.0,88.6,8,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_cd26a9aa235d,org_71a798919964,United States Fund for UNICEF,Implementing Partner,implementing,9,9,0,KE; SO; BD; ID; CD; ET; NG; SN; TZ; ZM; RW; CI; SL,Kenya; Somalia; BD; ID; Democratic Republic of the Congo; Ethiopia; NG; SN; Tanzania; ZM; Rwanda; CI; SL,46397952.0,65.7,8,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_7933c1f504f7,org_a3c56bc3164e,London School of Hygiene and Tropical Medicine,Implementing Partner,reporting; accountable; implementing,20,20,0,ET; MG; GB; GM; KE; MW; UG; SO; BD; JO; AF; BE; FJ; ID; LK; IN; ZA; CH; GH; CI; NG; BW; CD; GN; MZ; VN; TZ; SL; NL,Ethiopia; MG; GB; GM; Kenya; MW; Uganda; Somalia; BD; JO; AF; BE; FJ; ID; LK; IN; ZA; CH; GH; CI; NG; BW; Democratic Republic of the Congo; GN; MZ; VN; Tanzania; SL; NL,40852762.67,53.9,8,Diagnostic equipment; Medical devices; Diagnostic Equipment; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_387cccc74123,org_b628f95b612d,Children&apos;s Investment Fund Foundation (UK),Donor,funding,11,11,0,UG; RW; ET; KE; CD,Uganda; Rwanda; Ethiopia; Kenya; Democratic Republic of the Congo,16275297.48,62.2,8,Facility / hospital infrastructure; Medical devices; Diagnostic Equipment; Diagnostic equipment,Tier 1,,intelligence
org_intel_43c285edd836,org_59e1382c722f,Susan Thompson Buffett Foundation,Donor,funding,13,13,0,RW; ET; KE; TZ; SS; CD,Rwanda; Ethiopia; Kenya; Tanzania; South Sudan; Democratic Republic of the Congo,10746657.21,57.6,8,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_ec38d78e9cdd,org_ffd0e95fa1f4,Ministry of Economy and Finance,Donor,funding,11,0,11,RW; TZ; SS; ET,Rwanda; Tanzania; South Sudan; Ethiopia,0.0,59.3,8,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Medical Devices & Equipment,Tier 1,,intelligence
org_intel_5ecf927a6432,org_23363fc9f299,CHRISTIAN MISSION FOR DEVELOPMENT,Implementing Partner,implementing,9,6,3,SS,South Sudan,1575306158.0,73.0,7,Medical devices; Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_4959e5241f18,org_06e002c3c4ef,UNIVERSAL NETWORK FOR KNOWLEDGE AND EMPOWERMENT AGENCY,Implementing Partner,implementing,9,6,3,SS,South Sudan,1575306158.0,73.0,7,Medical devices; Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_e5e833e3ebc6,org_617edc9345a1,MINISTRY OF HEALTH REPUBLIC OF SOUTH SUDAN,Implementing Partner,implementing,9,7,2,SS,South Sudan,1405271546.0,78.8,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_b6ddaede98d4,org_0d285b2b7cec,MEDECINS D AFRIQUE RD CONGO,Implementing Partner,implementing,7,6,1,CD,Democratic Republic of the Congo,835964780.0,94.4,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_dcb29d009619,org_92266702d717,EU-Commission of the European Communities,Donor,funding,10,10,0,SO; CD; ET; RW; UG; TZ,Somalia; Democratic Republic of the Congo; Ethiopia; Rwanda; Uganda; Tanzania,815897484.34,60.2,7,Facility / hospital infrastructure; Medical devices; Facility Infrastructure,Tier 1,,intelligence
org_intel_6ed6d3fbf117,org_61991ba80421,AICS - Italian Agency for Cooperation and Development,Donor,reporting; funding; accountable,41,17,24,KE; UG; ET; SS; SO,Kenya; Uganda; Ethiopia; South Sudan; Somalia,795238612.01,52.0,7,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Diagnostic equipment,Tier 1,,intelligence
org_intel_32b32c7b5ef1,org_1db9a333c7f8,Direction-Générale Coopération au Développement et Aide humanitaire,Donor,funding; reporting; accountable,65,55,10,CD; UG; SO; SS; ET; KE; TZ; RW,Democratic Republic of the Congo; Uganda; Somalia; South Sudan; Ethiopia; Kenya; Tanzania; Rwanda,638239821.14,41.4,7,Facility / hospital infrastructure; Medical devices; Diagnostic equipment; Diagnostic Equipment,Tier 1,,intelligence
org_intel_4597c2030bc4,org_814be629a479,Kenya,Donor,funding,11,7,4,KE,Kenya,495010382.0,73.9,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_04aeec04de72,org_68c252a791db,KENYA PRIVATE SECTOR ALLIANCE FOUNDATION,Implementing Partner,implementing,25,4,21,KE,Kenya,484483340.0,60.9,7,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_c671a526b2f0,org_0c21969bd0c0,ACTION AGAINST HUNGER USA,Implementing Partner,reporting; implementing,16,16,0,SO; SS; KE; UG; ET; YE,Somalia; South Sudan; Kenya; Uganda; Ethiopia; YE,368971933.27,66.5,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_06772eeefcb0,org_8036c1c90e37,MINISTRY OF HEALTH UNICEF,Implementing Partner,implementing,7,7,0,KE,Kenya,343365968.0,91.8,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_906f62f8cede,org_a1b736f2cfed,DEPARTMENT OF HEALTH KISUMU COUNTY,Implementing Partner,implementing,7,7,0,KE,Kenya,343365968.0,91.8,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_39ddcb019eca,org_cbf4738c0896,KILIFI COUNTY DEPARTMENT OF HEALTH,Implementing Partner,implementing,7,7,0,KE,Kenya,343365968.0,91.8,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_a9b4f438aebf,org_dddca0a48071,DIRE DAWA ADMINISTRATION BUREAU OF HEALTH,Implementing Partner,implementing,7,7,0,ET,Ethiopia,287721020.0,88.7,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_dbdbe5e019f7,org_8e8100114f07,AAC ADM FIN AND ECO UN HEALTH AND NUT,Implementing Partner,implementing,7,7,0,ET,Ethiopia,287721020.0,88.7,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ac5e6b3a7065,org_4a966918600b,MINISTRY OF HEALTH AND SANITATION WEST POKOT KAPENGURIA,Implementing Partner,implementing,7,7,0,KE,Kenya,211493086.0,91.0,7,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ffdd883d55d3,org_5a0d5ef78d32,INTERNATIONAL NGO,Implementing Partner,implementing; accountable,24,23,1,KE; CM; CD; GH; NG; SN; TZ; ET; SO; SS,Kenya; CM; Democratic Republic of the Congo; GH; NG; SN; Tanzania; Ethiopia; Somalia; South Sudan,28662707.0,57.3,7,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Diagnostic Equipment,Tier 1,,intelligence
