activity_id,country_code,percentage
DAC-1601-INV-074255,TZ,10.0
DAC-1601-INV-074255,UG,5.0
DAC-1601-INV-074255,BF,5.0
XM-DAC-41122-South Sudan-4040/A0/01/008/002,SS,100.0
XM-DAC-41122-Rwanda-3750/A0/05/002/004,RW,100.0
XM-DAC-41122-Rwanda-3750/A0/05/003/004,RW,100.0
GB-CHC-222655-GB-CHC-222655-NIHR204854,IN,28.0
GB-CHC-222655-GB-CHC-222655-NIHR204854,SL,27.0
GB-CHC-222655-GB-CHC-222655-NIHR204854,KE,20.0
GB-CHC-222655-GB-CHC-222655-NIHR204854,GB,25.0
XM-DAC-301-2-109866-001,GH,10.0
XM-DAC-301-2-109866-001,KE,10.0
XM-DAC-301-2-109866-001,ZA,75.0
XM-DAC-41122-Somalia-3920/A0/06/001/040,SO,100.0
XM-DAC-41122-South Sudan-4040/A0/01/001/001,SS,100.0
CH-4-2024-2018011586,TZ,
CH-4-2022-2018009285,TZ,
CH-4-2023-2018011584,TZ,
CH-4-2023-2018011586,TZ,
CH-4-2025-2018011584,TZ,
CH-4-2025-2018011584,TZ,
CH-4-2021-2018009285,TZ,
CH-4-2018009285,TZ,
CH-4-2024-2018011584,TZ,
CH-4-2024-2018011586,TZ,
XM-DAC-3-1-286194-34778,SO,100.0
GB-CHC-802353-DIGNITY,ET,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/087,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/305/033,CD,100.0
CH-4-2023-2023001745,TZ,
CH-4-2022-2022002364,TZ,
DE-1-202300705-7269,TZ,100.0
DAC-1601-INV-068491,CD,25.0
DAC-1601-INV-068491,MZ,6.0
DAC-1601-INV-068491,NG,64.0
DAC-1601-INV-068491,ZM,5.0
XM-DAC-41122-Somalia-3920/A0/06/001/015,SO,100.0
DAC-1601-INV-056090,GH,50.0
DAC-1601-INV-056090,RW,50.0
XM-DAC-41122-South Sudan-4040/A0/01/002/004,SS,100.0
XI-IATI-UNPF-00082489,SS,
NL-KVK-32037590-DFSS120507-15,SS,100.0
XM-DAC-928-SS-2026-27-01.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-03.001.AF01.SSD03,SS,100.0
XM-DAC-928-SS-2026-27-03.002.AF01.SSD02,SS,100.0
XM-DAC-928-SS-2026-27-07.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-07.001.AF01.SSD02,SS,100.0
XM-DAC-928-SS-2026-27-07.001.AF01.SSD03,SS,100.0
XM-DAC-928-SS-2026-27-08.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-08.001.AF01.SSD02,SS,100.0
XM-DAC-928-SS-2026-27-08.001.AF01.SSD03,SS,100.0
XM-DAC-928-SS-2026-27-08.001.AF01.SSD04,SS,100.0
XM-DAC-928-SS-2026-27-08.001.AF01.SSD05,SS,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/101/004,TZ,100.0
XM-DAC-301-2-110620-001,ZA,9.0
XM-DAC-301-2-110620-001,TZ,17.0
XM-DAC-301-2-110620-001,KE,26.0
XM-DAC-301-2-110620-001,ET,9.0
XM-DAC-301-2-110620-001,UG,17.0
XM-DAC-301-2-110620-001,MW,9.0
XM-DAC-301-2-110620-001,BW,4.0
XM-DAC-301-2-110620-001,MZ,9.0
XM-DAC-41122-South Sudan-4040/A0/01/001/099,SS,100.0
XM-DAC-41122-Somalia-3920/A0/06/101/003,SO,100.0
XI-IATI-EC_INTPA-2024-PC-28014,ET,
DAC-1601-INV-042016,ET,10.0
DAC-1601-INV-042016,KE,45.0
DAC-1601-INV-042016,NG,45.0
XM-DAC-41122-Uganda-4380/A0/04/105/003,UG,100.0
XM-DAC-41122-Ethiopia-1410/A0/06/002/005,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/07/001/004,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/07/002/005,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/07/002/006,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/07/001/005,ET,100.0
XM-DAC-41122-Rwanda-3750/A0/07/880/015,RW,100.0
XM-DAC-41122-Rwanda-3750/A0/04/230/003,RW,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/004,ET,100.0
XM-DAC-41122-Rwanda-3750/A0/04/220/001,RW,100.0
XM-DAC-41122-Kenya-2400/A0/04/009/001,KE,100.0
DAC-1601-INV-052944,ET,58.0
DAC-1601-INV-052944,NP,42.0
DAC-1601-INV-052111,ET,33.0
DAC-1601-INV-052111,NG,40.0
XM-DAC-41122-Rwanda-3750/A0/05/003/001,RW,100.0
XM-DAC-41122-Somalia-3920/A0/06/016/003,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/012,SO,100.0
47045-ETH-S-FMOH-4,ET,100.0
NL-KVK-41158230-FANLUG0002,UG,100.0
XM-DAC-41122-South Sudan-4040/A0/02/001/001,SS,100.0
NL-KVK-27378529-CIC24KES10,KE,100.0
CH-4-2024-2017008634,SS,
CH-4-2024-2017008684,SS,
XM-DAC-928-SS-2026-27-06.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-10.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-13.003.AF01.SSD01,SS,100.0
XM-DAC-41122-South Sudan-4040/A0/03/001/006,SS,100.0
DAC-1601-INV-083106,KE,25.0
DAC-1601-INV-083106,ZW,75.0
CA-3-P012245001,BD,12.91
CA-3-P012245001,BJ,6.38
CA-3-P012245001,ET,6.82
CA-3-P012245001,ID,13.86
CA-3-P012245001,IN,11.07
CA-3-P012245001,KE,12.2
CA-3-P012245001,MZ,9.24
CA-3-P012245001,NG,8.37
CA-3-P012245001,PK,8.67
CA-3-P012245001,TZ,10.48
CH-4-2024-2024000368,TZ,
CH-4-2023-1997001366,TZ,
CH-4-2022-1997001363,TZ,
CH-4-2022-1997001366,TZ,
FI-3-2014-2014140918,TZ,100.0
FI-3-2021-2019000214,TZ,100.0
CH-4-2023-2023001741,TZ,
CH-4-2021-1997001359,TZ,
CH-4-2021-2010005994,TZ,
CH-4-2021-2010005995,TZ,
CH-4-1997001337,TZ,
CH-4-1997001338,TZ,
CH-4-1997001337,TZ,
CH-4-1997001338,TZ,
FI-3-2016-2014140918,TZ,100.0
FI-3-2017-2014140918,TZ,100.0
FI-3-2015-2014140918,TZ,100.0
FI-3-2020-2019000214,TZ,100.0
41AAA-12122-003,TZ,
GB-CHC-207544-24035,TZ,100.0
CH-4-2024-1997001366,TZ,
CH-4-1997001355,TZ,
FI-3-2012-2007070350,TZ,100.0
CH-4-2024-1997001366,TZ,
NO-BRC-971277882-QZA-24/0188-137,TZ,
KR-GOV-010-KR-GOV-051-2026040101252,TZ,
KR-GOV-010-KR-GOV-051-2026030102588,TZ,
KR-GOV-010-KR-GOV-051-2026010100018,TZ,
XM-DAC-928-TZ-2026-27-01.001.AF01.TZA01,TZ,100.0
XM-DAC-928-TZ-2026-27-03.001.AF01.TZA03,TZ,100.0
XM-DAC-928-TZ-2026-27-03.002.AF01.TZA02,TZ,100.0
XM-DAC-928-TZ-2026-27-07.001.AF01.TZA01,TZ,100.0
XM-DAC-928-TZ-2026-27-07.001.AF01.TZA02,TZ,100.0
XM-DAC-928-TZ-2026-27-07.001.AF01.TZA03,TZ,100.0
XM-DAC-928-TZ-2026-27-07.002.AF01.TZA02,TZ,100.0
XM-DAC-928-TZ-2026-27-08.001.AF01.TZA01,TZ,100.0
XM-DAC-928-TZ-2026-27-08.001.AF01.TZA04,TZ,100.0
XM-DAC-928-TZ-2026-27-08.001.AF01.TZA05,TZ,100.0
DAC-1601-INV-093599,TZ,70.0
DAC-1601-INV-080185,TZ,100.0
DAC-1601-INV-081605,TZ,100.0
DAC-1601-INV-091240,TZ,100.0
DAC-1601-INV-096673,TZ,100.0
DE-1-202476307,TZ,100.0
KR-GOV-110-1352000_2024_003,TZ,100.0
XM-DAC-41122-Uganda-4380/A0/04/105/004,UG,100.0
GB-GOV-1-301474,ET,89.05
CH-4-2025-2025001855,ET,
GB-CHC-1076822-82603479,ET,100.0
DAC-1601-INV-031899,ET,100.0
DE-1-202209500-6920,ET,100.0
DE-1-202306009-7403,ET,100.0
FI-3-2024-2024240127,SO,100.0
FI-3-2014-2014140717,SO,100.0
CH-4-2019002120,SO,
CH-4-2018001607,SO,
CH-4-2019002112,SO,
CH-4-2017006738,SO,
FI-3-2018-2014140717,SO,100.0
FI-3-2019-2014140717,SO,100.0
FI-3-2019-2017170068,SO,100.0
FI-3-2016-2014140717,SO,100.0
FI-3-2017-2014140717,SO,100.0
FI-3-2017-2017170068,SO,100.0
FI-3-2015-2014140717,SO,100.0
FI-3-2020-2014140717,SO,100.0
FI-3-2020-2017170068,SO,100.0
XM-OCHA-HPC6770-12519,SO,100.0
FI-3-2021-2014140717,SO,100.0
XM-DAC-928-SO-2026-27-01.001.EM01.SOM01,SO,100.0
XM-DAC-928-SO-2026-27-03.001.EM01.SOM03,SO,100.0
XM-DAC-928-SO-2026-27-03.002.EM01.SOM02,SO,100.0
XM-DAC-928-SO-2026-27-07.001.EM01.SOM01,SO,100.0
XM-DAC-928-SO-2026-27-07.001.EM01.SOM03,SO,100.0
XM-DAC-928-SO-2026-27-07.002.EM01.SOM02,SO,100.0
XM-DAC-928-SO-2026-27-08.001.EM01.SOM02,SO,100.0
XM-DAC-928-SO-2026-27-08.001.EM01.SOM03,SO,100.0
XM-DAC-928-SO-2026-27-08.001.EM01.SOM04,SO,100.0
XM-DAC-928-SO-2026-27-08.001.EM01.SOM05,SO,100.0
XM-DAC-928-SO-2026-27-07.001.EM01.SOM02,SO,100.0
XM-DAC-928-SO-2026-27-08.001.EM01.SOM01,SO,100.0
GB-GOV-1-300857-102,SO,100.0
NL-KVK-41211943-SS035BZ,SS,
DK-CVR-63407216-20800758,SS,
DK-CVR-63407216-20800757,SS,
DE-1-202240505,SS,100.0
DE-1-202506004-8360,SS,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/701/002,TZ,100.0
XM-DAC-41122-Somalia-3920/A0/06/003/005,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/003/008,SO,100.0
DAC-1601-INV-061395,ET,4.0
DAC-1601-INV-061395,KE,23.0
DAC-1601-INV-061395,MG,23.0
DAC-1601-INV-061395,NG,4.0
DAC-1601-INV-061395,SN,23.0
DAC-1601-INV-061395,ID,23.0
XM-DAC-41122-Somalia-3920/A0/06/002/003,SO,100.0
CH-4-2023-2008004992,CD,
CH-4-2022-2022002040,CD,
CH-4-2022-2022002049,CD,
CH-4-2023-2023001528,CD,
CH-4-2018001474,CD,
CH-4-2018001475,CD,
CH-4-2019001998,CD,
CH-4-2019001999,CD,
CH-4-2021-2021001847,CD,
CH-4-2021-2021001850,CD,
CH-4-2021-2008004913,CD,
CH-4-2021-2021001844,CD,
CH-4-2021-2021001845,CD,
CH-4-2021-2021001846,CD,
CH-4-2021-2021001848,CD,
CH-4-2021-2021001849,CD,
CH-4-2021-2021001865,CD,
CH-4-2017006317,CD,
41AAA-12122-003,CD,
CH-4-2024-2008004992,CD,
BE-BCE_KBO-0415627875-PROG2017-2021_CD_OS3_1701C5_S,CD,100.0
CH-4-2020001980,CD,
CH-4-2020001979,CD,
CH-4-2020001981,CD,
CH-4-2022-2022002059,CD,
CH-4-2022-2022002060,CD,
CH-4-2022-2008004913,CD,
CH-4-2022-2022002052,CD,
CH-4-2022-2022002053,CD,
CH-4-2022-2022002054,CD,
CH-4-2022-2022002055,CD,
CH-4-2022-2022002056,CD,
CH-4-2024-2008004992,CD,
XM-DAC-301-2-109812-003,CD,100.0
XM-DAC-928-CD-2026-27-01.001.AF01.COD01,CD,100.0
XM-DAC-928-CD-2026-27-03.001.AF01.COD03,CD,100.0
XM-DAC-928-CD-2026-27-03.002.AF01.COD02,CD,100.0
XM-DAC-928-CD-2026-27-07.001.AF01.COD01,CD,100.0
XM-DAC-928-CD-2026-27-07.001.AF01.COD02,CD,100.0
XM-DAC-928-CD-2026-27-07.001.AF01.COD03,CD,100.0
XM-DAC-928-CD-2026-27-07.002.AF01.COD02,CD,100.0
XM-DAC-928-CD-2026-27-08.001.AF01.COD01,CD,100.0
XM-DAC-928-CD-2026-27-08.001.AF01.COD02,CD,100.0
XM-DAC-928-CD-2026-27-08.001.AF01.COD03,CD,100.0
XM-DAC-928-CD-2026-27-08.001.AF01.COD04,CD,100.0
XM-DAC-928-CD-2026-27-08.001.AF01.COD05,CD,100.0
DAC-1601-INV-076353,CD,100.0
GB-CHC-1065705-SX8C-F3UP-FE,RW,96.0
GB-CHC-1065705-SX8C-F3UP-FE,GB,4.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/014,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/001,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/016,CD,100.0
CH-4-2022-2017008289,SS,
CH-4-2022-2017008296,SS,
CH-4-2017007406,SS,
CH-4-2021-2017008028,SS,
CH-4-2021-2017008038,SS,
CH-4-2017006951,SS,
GB-CHC-285908-222931,SS,
GB-CHC-1065972-DF158,SS,
US-EIN-13-5660870-DF158,SS,
DAC-1601-INV-047156,CM,20.0
DAC-1601-INV-047156,CD,20.0
DAC-1601-INV-047156,MZ,20.0
DAC-1601-INV-047156,NG,20.0
DAC-1601-INV-047156,UG,20.0
DAC-1601-INV-061233,TD,14.0
DAC-1601-INV-061233,CD,14.0
DAC-1601-INV-061233,GN,14.0
DAC-1601-INV-061233,CI,14.0
DAC-1601-INV-061233,UG,14.0
DAC-1601-INV-047157,CM,20.0
DAC-1601-INV-047157,CD,20.0
DAC-1601-INV-047157,MZ,20.0
DAC-1601-INV-047157,NG,20.0
DAC-1601-INV-047157,UG,20.0
XM-DAC-41122-Kenya-2400/A0/04/008/002,KE,100.0
GB-COH-RC000631-VacAMR-NIHR156011,GB,30.9
GB-COH-RC000631-VacAMR-NIHR156011,MW,22.1
GB-COH-RC000631-VacAMR-NIHR156011,KE,25.1
GB-COH-RC000631-VacAMR-NIHR156011,GH,10.2
GB-COH-RC000631-VacAMR-NIHR156011,CI,1.7
GB-COH-RC000631-VacAMR-NIHR156011,NG,10.0
44000-P504764,RW,100.0
CH-4-2024-2024000122,RW,
CH-4-2024-2024000123,RW,
CH-4-2024-2024000924,RW,
CH-4-2024-2024000925,RW,
XI-IATI-EC_INTPA-2024-PC-38325,RW,
FR-3-CRW1064,RW,100.0
FR-3-CRW106401,RW,100.0
XM-DAC-928-RW-2026-27-07.002.AF01.RWA01,RW,100.0
XM-DAC-41122-Kenya-2400/A0/04/009/002,KE,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/068,CD,100.0
DAC-1601-INV-060578,CD,18.0
DAC-1601-INV-060578,ET,20.0
DAC-1601-INV-060578,MZ,20.0
DAC-1601-INV-060578,NG,21.0
DAC-1601-INV-060578,PK,21.0
XM-DAC-41122-Rwanda-3750/A0/05/100/005,RW,100.0
DAC-1601-INV-095819,CD,14.0
DAC-1601-INV-095819,GN,40.0
DAC-1601-INV-095819,CI,24.0
DAC-1601-INV-095819,NE,4.0
DAC-1601-INV-095819,BF,18.0
DE-1-202401107-8133,KE,100.0
NL-KVK-41158230-FANLKE0001,KE,100.0
DAC-1601-INV-061643,ET,10.0
DAC-1601-INV-061643,KE,60.0
DAC-1601-INV-061643,BD,30.0
XM-DAC-41122-South Sudan-4040/A0/02/001/005,SS,100.0
UG-NGB-1826-1716011,UG,100.0
NL-KVK-40594571-GUSO-Uganda,UG,100.0
NL-KVK-40594571-GUSO-FlexF,UG,100.0
XM-DAC-41122-Somalia-3920/A0/06/101/002,SO,100.0
GB-COH-03580586-GEC-GECT,KE,33.0
GB-COH-03580586-GEC-GECT,ZW,11.0
GB-COH-03580586-GEC-GECT,UG,10.0
GB-COH-03580586-GEC-GECT,CD,7.0
GB-COH-03580586-GEC-GECT,ET,7.0
GB-COH-03580586-GEC-GECT,GH,7.0
GB-COH-03580586-GEC-GECT,MZ,5.0
GB-COH-03580586-GEC-GECT,NP,2.0
GB-COH-03580586-GEC-GECT,NG,5.0
GB-COH-03580586-GEC-GECT,RW,1.0
GB-COH-03580586-GEC-GECT,SL,5.0
GB-COH-03580586-GEC-GECT,TZ,5.0
GB-COH-03580586-GEC-GECT,ZM,2.0
XM-DAC-41122-Somalia-3920/A0/06/002/008,SO,100.0
GB-GOV-1-301213,CD,0.11
GB-GOV-1-301213,ZM,1.04
GB-GOV-1-301213,MW,0.09
GB-GOV-1-301213,SD,6.22
XM-DAC-928-TZ-2026-27-06.001.AF01.TZA01,TZ,100.0
XM-DAC-928-TZ-2026-27-13.003.AF01.TZA01,TZ,100.0
SE-0-SE-29-2022-03218_3,TZ,100.0
SE-0-SE-29-2022-03490,TZ,100.0
SE-0-SE-29-2021-05155_1,TZ,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/101/003,TZ,100.0
NL-KVK-27378529-DHIF24D064,KE,100.0
SE-0-SE-6-14642,ET,14.58
SE-0-SE-6-14642,MW,11.66
SE-0-SE-6-14642,NG,11.66
SE-0-SE-6-14642,RW,10.69
SE-0-SE-6-14642,SZ,4.85
SE-0-SE-6-14642,TZ,2.83
SE-0-SE-6-14642,ZA,14.58
XM-DAC-928-SO-2026-27-06.001.EM01.SOM01,SO,100.0
XM-DAC-928-SO-2026-27-10.001.EM01.SOM01,SO,100.0
XM-DAC-928-SO-2026-27-13.003.EM01.SOM01,SO,100.0
DAC-1601-OPP1211787,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/102/003,SO,100.0
XM-DAC-41122-South Sudan-4040/A0/02/001/006,SS,100.0
XM-DAC-41122-Somalia-3920/A0/06/001/010,SO,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/706/005,TZ,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/305/096,CD,100.0
DE-1-202506004-8404,RW,100.0
XM-DAC-3-1-289537-37787,RW,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/203/004,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/203/005,ET,100.0
XM-DAC-41122-South Sudan-4040/A0/02/003/002,SS,100.0
SE-0-SE-6-14601,UG,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/005,ET,100.0
GB-CHC-1076822-82602840,ET,100.0
GB-GOV-1-300237-101,ET,100.0
GB-GOV-1-300237-102,ET,100.0
GB-GOV-1-300237-105,ET,100.0
FR-3-CCD1148,CD,100.0
FR-3-CCD1175,CD,100.0
FR-3-CCD1196,CD,100.0
FR-3-CCD1216,CD,100.0
FR-3-CCD114801,CD,100.0
FR-3-CCD117501,CD,100.0
FR-3-CCD119601,CD,100.0
FR-3-CCD121601,CD,100.0
XM-DAC-928-CD-2026-27-06.001.AF01.COD01,CD,100.0
XM-DAC-928-CD-2026-27-10.001.AF01.COD01,CD,100.0
XM-DAC-928-CD-2026-27-13.003.AF01.COD01,CD,100.0
SE-0-SE-2-92545,CD,100.0
DK-CVR-63407216-20800759,SO,
DK-CVR-63407216-20800760,SO,
XM-DAC-41122-Ethiopia-1410/A0/05/002/003,ET,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/084,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/007/007,CD,100.0
NL-KVK-41152786-SP1027,RW,100.0
NL-KVK-41152786-SP1027A,RW,100.0
GB-UKPRN-10007790-EQUIRESP,GB,45.0
GB-UKPRN-10007790-EQUIRESP,NG,16.0
GB-UKPRN-10007790-EQUIRESP,NG,7.0
GB-UKPRN-10007790-EQUIRESP,CM,8.0
GB-UKPRN-10007790-EQUIRESP,KE,8.0
GB-UKPRN-10007790-EQUIRESP,CI,8.0
GB-UKPRN-10007790-EQUIRESP,ZA,8.0
XM-DAC-41122-Ethiopia-1410/A0/05/102/002,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/102/011,ET,100.0
XM-DAC-41122-South Sudan-4040/A0/02/002/003,SS,100.0
CH-4-2012006699,TZ,
CH-4-2012006700,TZ,
CH-4-2010005748,TZ,
CH-4-2010005748,TZ,
XM-DAC-3-1-238837-31674,TZ,100.0
XM-DAC-41122-Somalia-3920/A0/06/003/004,SO,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/06/880/005,TZ,100.0
XM-DAC-41122-Rwanda-3750/A0/05/002/002,RW,100.0
CH-4-2022-2020001100,SS,
CH-4-2014005568,SS,
CH-4-2014005283,SS,
CH-4-2014005413,SS,
CH-4-2021-2020001100,SS,
CH-4-2014005635,SS,
CH-4-2014005283,SS,
CH-4-2024-2021009478,SS,
CH-4-2021-2021000907,SS,
CH-4-2014005744,SS,
CH-4-2020001100,SS,
CH-4-2022-2021000907,SS,
CH-4-2022-2021009478,SS,
CH-4-2023-2021009798,SS,
CH-4-2023-2021009478,SS,
CH-4-2024-2021009478,SS,
XM-DAC-41122-South Sudan-4040/A0/01/001/007,SS,100.0
CH-4-2022-2017008286,SO,
CH-4-2022-2017008292,SO,
CH-4-2021-2017008026,SO,
CH-4-2021-2017008039,SO,
GB-CHC-285908-222226,SO,
GB-CHC-1065972-DF240,SO,100.0
US-EIN-13-5660870-DF240,SO,100.0
SE-0-SE-6-16958,SO,100.0
XM-DAC-41122-Kenya-2400/A0/04/008/003,KE,100.0
DAC-1601-INV-070288,ET,15.0
DAC-1601-INV-070288,KE,13.0
DAC-1601-INV-070288,NG,10.0
DAC-1601-INV-070288,PK,15.0
DAC-1601-INV-070288,BD,13.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/007/009,CD,100.0
SE-0-SE-6-17762,UG,100.0
XM-DAC-41122-South Sudan-4040/A0/02/002/002,SS,100.0
DAC-1601-INV-075932,CD,25.0
DAC-1601-INV-075932,NG,15.0
KE-NCB-218/051/96110/823-1416010,KE,100.0
KE-RCO-78260-1416009,KE,100.0
KE-KRA-P051119468K-1416011,KE,100.0
NL-KVK-40594571-GUSO-Kenya,KE,100.0
NL-KVK-41193594-YID7340KE,KE,100.0
DE-1-202506004-8223,KE,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/102/006,ET,100.0
DE-1-202406007-7377,SS,100.0
CH-4-2022-2017008287,CD,
CH-4-2022-2017008297,CD,
CH-4-2022-2017008300,CD,
CH-4-2017006995,CD,
CH-4-2013006038,CD,
CH-4-2013006125,CD,
CH-4-2021-2017008029,CD,
CH-4-2013006038,CD,
CH-4-2023-2017008300,CD,
XI-IATI-EC_INTPA-2021-ACT-61110,CD,
FR-3-CCD1119,CD,100.0
FR-3-CCD111901,CD,100.0
XM-DAC-41122-Somalia-3920/A0/06/800/019,SO,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/085,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/095,CD,100.0
XI-IATI-UNPF-00126757,UG,
XI-IATI-UNPF-00126963,UG,
XI-IATI-UNPF-00127279,UG,
FI-3-2017-2017170544,UG,100.0
41AAA-12122-003,UG,
061660068-VOT2110001Invoice6forDeliverable6,UG,100.0
061660068-VOT2110001Invoice5forDeliverable5,UG,100.0
US-EIN-061660068-VOT2110001Invoice3forDeliverable3,UG,100.0
US-EIN-061660068-VOT2110001Invoice4forDeliverable4,UG,100.0
BE-BCE_KBO-0264814354-UGA22009,UG,
NO-BRC-971277882-QZA-23/0002-118,UG,
KR-GOV-010-KR-GOV-051-2024010100041,UG,
XM-DAC-928-UG-2026-27-01.001.AF01.UGA01,UG,100.0
XM-DAC-928-UG-2026-27-03.001.AF01.UGA03,UG,100.0
XM-DAC-928-UG-2026-27-03.002.AF01.UGA02,UG,100.0
XM-DAC-928-UG-2026-27-07.001.AF01.UGA01,UG,100.0
XM-DAC-928-UG-2026-27-07.001.AF01.UGA02,UG,100.0
XM-DAC-928-UG-2026-27-07.001.AF01.UGA03,UG,100.0
XM-DAC-928-UG-2026-27-08.001.AF01.UGA01,UG,100.0
XM-DAC-928-UG-2026-27-08.001.AF01.UGA03,UG,100.0
XM-DAC-928-UG-2026-27-08.001.AF01.UGA04,UG,100.0
XM-DAC-928-UG-2026-27-08.001.AF01.UGA05,UG,100.0
DAC-1601-INV-077542,UG,100.0
DE-1-202574457,UG,100.0
XM-DAC-41122-Uganda-4380/A0/04/105/002,UG,100.0
XM-DAC-41122-Rwanda-3750/A0/05/100/004,RW,100.0
XM-DAC-41122-Somalia-3920/A0/06/012/015,SO,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/098,CD,100.0
XM-DAC-41122-South Sudan-4040/A0/03/001/009,SS,100.0
CH-4-2018001619,ET,
GB-COH-FC012665-TA-SAPHE-Sustaining and Accelerating Primary Health in Ethiopia,ET,
XI-IATI-UNPF-00127140,ET,
XI-IATI-UNPF-127140,ET,
US-EIN-27-1414646-MCKISHF1,ET,100.0
41AAA-88209,ET,
41AAA-12122-003,ET,
41AAA-23945-002,ET,
46002-P-ET-IBZ-001,ET,
CH-4-2020002105,ET,
ET-CSA-1233-4000000122,ET,100.0
ET-CSA-1233-4000005844,ET,100.0
XM-DAC-301-2-110966-001,ET,100.0
NO-BRC-971277882-QZA-23/0002-52,ET,
KR-GOV-010-KR-GOV-051-2025010100101,ET,
XI-IATI-EC_INTPA-2019-PCC-413782,ET,
XI-IATI-EC_INTPA-2018-PCC-397670,ET,
XI-IATI-EC_INTPA-2016-ACT-D-38386-00,ET,
XM-DAC-6-4-010605-02-2,ET,100.0
XM-DAC-928-ET-2026-27-01.001.AF01.ETH01,ET,100.0
XM-DAC-928-ET-2026-27-03.001.AF01.ETH03,ET,100.0
XM-DAC-928-ET-2026-27-03.002.AF01.ETH02,ET,100.0
XM-DAC-928-ET-2026-27-07.001.AF01.ETH01,ET,100.0
XM-DAC-928-ET-2026-27-07.001.AF01.ETH02,ET,100.0
XM-DAC-928-ET-2026-27-07.001.AF01.ETH03,ET,100.0
XM-DAC-928-ET-2026-27-08.001.AF01.ETH01,ET,100.0
XM-DAC-928-ET-2026-27-08.001.AF01.ETH02,ET,100.0
XM-DAC-928-ET-2026-27-08.001.AF01.ETH03,ET,100.0
XM-DAC-928-ET-2026-27-08.001.AF01.ETH04,ET,100.0
XM-DAC-928-ET-2026-27-08.001.AF01.ETH05,ET,100.0
DAC-1601-INV-090034,ET,100.0
DAC-1601-INV-080087,ET,100.0
DAC-1601-INV-093173,ET,100.0
DAC-1601-INV-044191,ET,100.0
DAC-1601-INV-061417,ET,100.0
DAC-1601-INV-070433,ET,100.0
DAC-1601-INV-044188,ET,100.0
DAC-1601-INV-077546,ET,100.0
DAC-1601-INV-087144,ET,100.0
DAC-1601-INV-096289,ET,100.0
DAC-1601-INV-094679,ET,100.0
DAC-1601-INV-043075,ET,100.0
DAC-1601-INV-088234,ET,100.0
DAC-1601-INV-062349,ET,100.0
DAC-1601-INV-059494,ET,100.0
DAC-1601-INV-064273,ET,100.0
DAC-1601-INV-072417,ET,100.0
DAC-1601-INV-096676,ET,100.0
DAC-1601-INV-058387,ET,100.0
DAC-1601-INV-091496,ET,100.0
GB-1-204420-402,ET,100.0
XM-DAC-50-21-Z03-25-01-16500,ET,100.0
XM-DAC-41122-Rwanda-3750/A0/05/002/001,RW,100.0
XM-DAC-41122-Somalia-3920/A0/06/003/002,SO,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/102/004,ET,100.0
CH-4-2022-2020001063,TZ,
CH-4-2025-2020010895,TZ,
CH-4-2024-2020010895,TZ,
CH-4-2021-2020001063,TZ,
CH-4-2020001062,TZ,
CH-4-2020001063,TZ,
CH-4-2023-2020010895,TZ,
CH-4-2023-2020010896,TZ,
