activity_id,country_code,percentage
XM-DAC-928-TZ-2026-27-03.002.AF01.TZA01,TZ,100.0
DE-1-202274140,TZ,100.0
DE-1-202474419,TZ,100.0
DE-1-202475259,TZ,100.0
DE-1-202574168,TZ,100.0
XM-DAC-69-2-2021000062,UG,100.0
XM-DAC-69-2-2022000078,UG,100.0
FI-3-2014-2014140751,UG,100.0
FI-3-2016-2014140751,UG,100.0
FI-3-2017-2014140751,UG,100.0
FI-3-2015-2014140751,UG,100.0
BE-BCE_KBO-0418766123-prg2022-178-UG2019TEA493A103,UG,
NO-BRC-971277882-FK-701201,UG,
KR-GOV-010-KR-GOV-051-2026030102596,UG,
XM-DAC-928-UG-2026-27-02.003.AF01.UGA01,UG,100.0
DE-1-202376366,UG,100.0
GB-CHC-261488-AOA24GK,AO,8.34
GB-CHC-261488-AOA24GK,BI,8.34
GB-CHC-261488-AOA24GK,ET,8.34
GB-CHC-261488-AOA24GK,LS,8.34
GB-CHC-261488-AOA24GK,MG,8.33
GB-CHC-261488-AOA24GK,MW,8.33
GB-CHC-261488-AOA24GK,MZ,8.33
GB-CHC-261488-AOA24GK,RW,8.33
GB-CHC-261488-AOA24GK,SS,8.33
GB-CHC-261488-AOA24GK,TZ,8.33
GB-CHC-261488-AOA24GK,UG,8.33
GB-CHC-261488-AOA24GK,ZM,8.33
FI-3-2021-2021002481,SO,100.0
FI-3-2018-2017170068,SO,100.0
FI-3-2013-2006060506,SO,100.0
FI-3-2013-2010100030,SO,100.0
FI-3-2012-2010100030,SO,100.0
FI-3-2012-2006060506,SO,100.0
FI-3-2023-2023230145,SO,100.0
XM-DAC-928-SO-2026-27-03.002.EM01.SOM01,SO,100.0
FI-3-2022-2022220012,ET,100.0
GB-CHC-1099776-O2-ET,ET,100.0
GB-CHC-1099776-3S,ET,100.0
GB-CHC-1099776-3S-ET,ET,100.0
GB-CHC-1099776-1D,ET,100.0
GB-CHC-1099776-1D-ET,ET,100.0
GB-CHC-1099776-3C,ET,100.0
GB-CHC-1099776-3C-ET,ET,100.0
GB-CHC-1099776-2A,ET,100.0
GB-CHC-1099776-2A-ET,ET,100.0
FI-3-2023-2023230056,ET,100.0
DAC-1601-INV-050277,ET,100.0
XM-DAC-41122-Rwanda-3750/A0/04/310/002,RW,100.0
41AAA-92955,UG,
41AAA-11295-014,UG,
41AAA-11295-054,UG,
NO-BRC-971277882-QZA-18/0159-356,CD,
XM-DAC-928-CD-2026-27-03.002.AF01.COD01,CD,100.0
XI-IATI-EC_INTPA-2020-ACT-D-42774-00,SO,
XI-IATI-EC_INTPA-2022-PC-14482,SO,
XI-IATI-EC_INTPA-2022-PC-15617,SO,
XI-IATI-EC_INTPA-2022-PC-15616,SO,
FI-3-2012-2009091063,ET,100.0
GB-COH-07629751-gpaf-inn-026,ET,100.0
FI-3-2014-2014140673,ET,100.0
FI-3-2014-2014140020,ET,100.0
FI-3-2014-2013130639,ET,100.0
FI-3-2018-2014140013,ET,100.0
FI-3-2019-2014140013,ET,100.0
FI-3-2019-2014140177,ET,100.0
FI-3-2016-2014140177,ET,100.0
FI-3-2016-2014140020,ET,100.0
FI-3-2017-2014140020,ET,100.0
FI-3-2017-2014140177,ET,100.0
FI-3-2015-2014140020,ET,100.0
FI-3-2020-2014140013,ET,100.0
GB-CHC-1099776-P2,ET,100.0
GB-CHC-1099776-P2-ET,ET,100.0
FI-3-2013-2013130582,ET,100.0
FI-3-2013-2013130639,ET,100.0
FI-3-2012-2011115109,ET,100.0
GB-CHC-1076235-ET-1347,ET,100.0
FI-3-2015-2013130639,ET,100.0
GB-CHC-1076822-82604465,ET,100.0
GB-CHC-1076822-82604783,ET,100.0
GB-CHC-1076822-82605189,ET,100.0
XM-DAC-928-ET-2026-27-02.003.AF01.ETH01,ET,100.0
DE-1-202375400,ET,100.0
KR-GOV-110-1352000_2023_012,UG,100.0
NL-KVK-41160054-201529,SS,
XI-IATI-EC_INTPA-2020-PCC-418108,CD,
XM-DAC-41114-OUTPUT-01004489,SS,
41AAA-11295-054,ET,
41AAA-92955,ET,
41AAA-11295-014,ET,
41AAA-11295-032,ET,
KE-NCB-2180511304359047-KE-NCB-2180511304359047 - Audere,KE,100.0
KE-KRA-P051097200R-997,KE,50.0
KE-KRA-P051097200R-912,KE,50.0
KE-KRA-P051097200R-1008,KE,50.0
KE-KRA-P051097200R-1025,KE,50.0
KE-KRA-P051097200R-895,KE,50.0
DAC-1601-INV-093220,KE,100.0
DAC-1601-INV-035091,KE,100.0
DAC-1601-INV-036442,KE,100.0
GB-CHC-802353-APIDO,ET,
GB-GOV-1-300857,SO,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/101/001,TZ,100.0
XM-DAC-69-2-2021000061,KE,100.0
XM-DAC-69-2-2021000063,KE,100.0
XM-DAC-69-2-2022000057,KE,100.0
XM-DAC-69-2-2022000066,KE,100.0
XM-DAC-69-2-2023000109,KE,100.0
FI-3-2024-2024240173,KE,100.0
FI-3-2014-2013130640,KE,100.0
FI-3-2018-2012120121,KE,100.0
FI-3-2022-2019000095,KE,100.0
FI-3-2019-2012120121,KE,100.0
FI-3-2015-2015150857,KE,100.0
FI-3-2025-2025250311,KE,100.0
FI-3-2013-2013130640,KE,100.0
KE-KRA-P051097200R-1003,KE,50.0
KE-KRA-P051097200R-1009,KE,50.0
KE-KRA-P051097200R-968,KE,50.0
KE-KRA-P051097200R-1019,KE,50.0
FI-3-2023-2023230096,KE,100.0
KR-GOV-010-KR-GOV-051-2026030102562,KE,
XM-DAC-928-KE-2026-27-02.003.AF01.KEN01,KE,100.0
XM-DAC-41122-South Sudan-4040/A0/01/002/001,SS,100.0
XM-DAC-41122-Somalia-3920/A0/06/001/009,SO,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/101/006,TZ,100.0
41AAA-11295-032,KE,
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/009,CD,100.0
CH-4-2024-2014006035,ET,
CH-4-2025-2014006035,ET,
CH-4-2021-2014005798,ET,
CH-4-2022-2014005798,ET,
CH-4-2022-2014005906,ET,
CH-4-2023-2014006035,ET,
CH-4-2024-2014006035,ET,
US-EIN-061660068-STA2510023Invoice2,KE,100.0
XI-IATI-EC_INTPA-2021-ACT-60400,KE,
KR-GOV-010-KR-GOV-051-2024040102602,UG,
KR-GOV-010-KR-GOV-051-2025010100015,UG,
XM-DAC-928-UG-2026-27-03.002.AF01.UGA01,UG,100.0
KR-GOV-110-1352000_2021_007,UG,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/007,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/087,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/005,CD,100.0
DAC-1601-INV-056895,ET,100.0
DAC-1601-INV-076674,ZA,4.0
DAC-1601-INV-076674,KE,4.0
DAC-1601-INV-076674,NG,4.0
DAC-1601-INV-076674,RW,4.0
DAC-1601-INV-076674,TZ,4.0
XM-DAC-41122-South Sudan-4040/A0/03/002/005,SS,100.0
XM-DAC-41122-Somalia-3920/A0/06/012/011,SO,100.0
SE-0-SE-29-2022-03526_1,UG,100.0
XM-DAC-41122-Somalia-3920/A0/06/005/008,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/022/002,SO,100.0
XI-IATI-EC_INTPA-2026-PC-73567,CD,
XI-IATI-EC_INTPA-2026-PC-54171,CD,
XI-IATI-EC_INTPA-2026-PC-76425,CD,
XI-IATI-EC_INTPA-2026-PC-73577,CD,
XI-IATI-EC_INTPA-2026-PC-84612,CD,
XI-IATI-EC_INTPA-2026-PC-54169,CD,
XM-DAC-928-ET-2026-27-03.002.AF01.ETH01,ET,100.0
DAC-1601-INV-080183,ET,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/059,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/018,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/011,CD,100.0
XM-DAC-3-1-288721-36596,RW,100.0
CH-4-2019002212,SS,
CH-4-2018001688,SS,
XM-OCHA-HPC6770-12532,SS,100.0
GB-CHC-1099776-1M-SS,SS,100.0
GB-CHC-1099776-1M,SS,100.0
CH-4-2020002222,SS,
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/086,CD,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/303/065,CD,100.0
47122-RWA,RW,
XM-DAC-928-RW-2026-27-04.001.AF01.RWA04,RW,100.0
XM-DAC-928-RW-2026-27-04.002.AF01.RWA02,RW,100.0
GB-GOV-1-300585-406,RW,100.0
GB-GOV-1-300585-414,RW,100.0
XM-DAC-41122-Rwanda-3750/A0/04/220/006,RW,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/101/010,TZ,100.0
XM-DAC-41122-United Rep. of Tanzania-4550/A0/04/701/006,TZ,100.0
DAC-1601-INV-032502,ET,17.0
DAC-1601-INV-032502,KE,19.0
DAC-1601-INV-032502,NG,17.0
XM-DAC-41122-Somalia-3920/A0/06/001/012,SO,100.0
FI-3-2024-2024240147,KE,100.0
FI-3-2022-2022220028,KE,100.0
FI-3-2022-2019000101,KE,100.0
FI-3-2019-2019190084,KE,100.0
FI-3-2020-2019000101,KE,100.0
FI-3-2023-2023230108,KE,100.0
FI-3-2021-2019190084,KE,100.0
KR-GOV-010-KR-GOV-051-2025040102898,KE,
KR-GOV-010-KR-GOV-051-2025070100345,KE,
XM-DAC-928-KE-2026-27-03.002.AF01.KEN01,KE,100.0
BE-BCE_KBO-0264814354-RWA23002,RW,
BE-BCE_KBO-0264814354-RWA23003,RW,
XM-DAC-41122-Somalia-3920/A0/06/101/006,SO,100.0
SE-0-SE-6-14620,SS,100.0
NL-KVK-41160054-201220,UG,100.0
DAC-1601-INV-094484,ZA,34.0
DAC-1601-INV-094484,KE,33.0
DAC-1601-INV-094484,RW,33.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/006,CD,100.0
XM-DAC-41122-Rwanda-3750/A0/04/220/002,RW,100.0
CH-4-2016003296,SS,
XM-DAC-69-2-2020000295,RW,100.0
XM-DAC-69-2-2019000183,RW,100.0
CH-4-2021-2002003382,RW,
CH-4-2021-2002003383,RW,
BE-BCE_KBO-0264814354-RWA23004,RW,
KR-GOV-010-KR-GOV-051-2026030702412,RW,
XM-DAC-928-RW-2026-27-03.001.AF01.RWA01,RW,100.0
XM-DAC-928-RW-2026-27-03.002.AF01.RWA03,RW,100.0
DAC-1601-INV-076805,RW,100.0
DAC-1601-INV-074084,RW,100.0
DAC-1601-INV-096952,RW,100.0
DAC-1601-INV-081781,RW,100.0
DAC-1601-INV-087607,RW,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/097,CD,100.0
FI-3-2014-2013130111,TZ,100.0
GB-COH-09288843-Tanzania 2015-2020,TZ,100.0
XI-IATI-UNPF-00119537,TZ,
XI-IATI-UNPF-119537,TZ,
FI-3-2013-2012000139,TZ,100.0
FI-3-2013-2013130111,TZ,100.0
FI-3-2012-2012000139,TZ,100.0
FI-3-2012-2011115149,TZ,100.0
US-EIN-US-EIN-13-2702768-Z3738,TZ,100.0
XM-DAC-301-2-110810-001,TZ,100.0
KR-GOV-010-KR-GOV-051-2024070100563,TZ,
KR-GOV-010-KR-GOV-051-2026030102589,TZ,
DAC-1601-INV-086719,TZ,100.0
DAC-1601-INV-085627,TZ,100.0
DAC-1601-INV-044514,TZ,100.0
DAC-1601-INV-079668,TZ,100.0
BE-BCE_KBO-0418766123-PROG2017-2021_SO21,TZ,100.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/096,CD,100.0
XM-DAC-41122-South Sudan-4040/A0/01/008/004,SS,100.0
XI-IATI-21032-4313SAHAN,SO,100.0
GB-CHC-1047501-SOMALIA-BRCiS,SO,100.0
GB-CHC-1047501-BRCiSIRF9,SO,100.0
XM-OCHA-HPC6770-12719,SO,100.0
XM-DAC-41301-755483,SO,
XI-IATI-21032-4289CHANGE,SO,99.0
GB-CHC-1047501-BRCiS2-SHARP,SO,
DAC-1601-INV-045796,ET,20.0
DAC-1601-INV-045796,KE,20.0
DAC-1601-INV-045796,SN,20.0
DAC-1601-INV-045796,SS,20.0
DAC-1601-INV-045796,BF,20.0
XM-DAC-41122-Ethiopia-1410/A0/05/308/008,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/101/015,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/002/006,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/002/005,ET,100.0
GB-CHC-1047501-DEC__COVID19APPEAL2020,SO,33.3333333
GB-CHC-1047501-DEC__COVID19APPEAL2020,YE,33.333333333
GB-CHC-1047501-DEC__COVID19APPEAL2020,SS,33.33333333
XI-IATI-EC_INTPA-2020-ACT-D-42793-00,KE,
DAC-1601-INV-069333,CD,12.0
DAC-1601-INV-069333,GH,17.0
DAC-1601-INV-069333,MZ,17.0
DAC-1601-INV-069333,NG,17.0
DAC-1601-INV-069333,UG,17.0
GB-COH-RC000660-MILK-CENTRE,UG,41.36
GB-COH-RC000660-MILK-CENTRE,GB,58.64
XI-IATI-UNPF-133939,CD,
KR-GOV-010-KR-GOV-051-2022010100143,CD,
GB-CHC-1047501-PUNCH-Y1,CD,
XM-DAC-301-2-110955-001,TZ,18.0
XM-DAC-301-2-110955-001,MW,18.0
XM-DAC-301-2-110955-001,ET,18.0
XM-DAC-301-2-110955-001,UG,46.0
DAC-1601-INV-088484,ET,13.0
DAC-1601-INV-088484,KE,10.0
DAC-1601-INV-088484,NG,20.0
DAC-1601-INV-088484,TZ,10.0
DAC-1601-INV-088484,IN,7.0
DAC-1601-INV-088484,BD,18.0
GB-CHC-285776-DRC804,CD,
DE-1-202167351,CD,100.0
XM-DAC-928-CD-2026-27-10.001.AF01.ORD01,CD,100.0
XM-DAC-928-CD-2026-27-10.001.AF01.ORD01,KE,100.0
XM-DAC-928-CD-2026-27-10.001.AF01.ORD01,CD,100.0
XM-DAC-928-CD-2026-27-10.001.AF01.ORD01,KE,100.0
XM-DAC-301-2-110838-001,UG,25.0
XM-DAC-301-2-110838-001,KE,25.0
XM-DAC-301-2-110838-001,SL,25.0
XM-DAC-301-2-110838-001,TZ,25.0
XM-DAC-41122-South Sudan-4040/A0/01/008/001,SS,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/102/003,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/006,ET,100.0
DAC-1601-INV-096512,ET,15.0
DAC-1601-INV-096512,KE,27.0
DAC-1601-INV-096512,NG,16.0
DAC-1601-INV-096512,TZ,28.0
XI-IATI-EC_INTPA-2023-ACT-61806,SO,
DAC-1601-INV-059083,CD,12.0
DAC-1601-INV-059083,BJ,8.0
DAC-1601-INV-059083,NE,10.0
DAC-1601-INV-059083,NG,23.0
DAC-1601-INV-059083,SL,10.0
DAC-1601-INV-059083,TZ,9.0
DAC-1601-INV-059083,TG,8.0
DAC-1601-INV-059083,UG,10.0
DAC-1601-INV-059083,BF,10.0
BE-BCE_KBO-0418766123-PROG2017-2021_SO8,CD,100.0
DAC-1601-INV-057929,ET,38.0
DAC-1601-INV-057929,KE,38.0
GB-COH-2394229-TDDAP2,GH,20.0
GB-COH-2394229-TDDAP2,UG,20.0
GB-COH-2394229-TDDAP2,CD,20.0
GB-COH-2394229-TDDAP2,MW,20.0
GB-COH-2394229-TDDAP2,KE,20.0
DAC-1601-INV-079622,ET,4.0
DAC-1601-INV-079622,KE,4.0
DAC-1601-INV-079622,NG,4.0
DAC-1601-INV-079622,UG,4.0
DAC-1601-INV-079622,ZM,4.0
DAC-1601-INV-042796,ET,6.0
DAC-1601-INV-042796,KE,8.0
DAC-1601-INV-042796,MW,9.0
DAC-1601-INV-042796,NG,7.0
DAC-1601-INV-042796,TZ,10.0
CA-3-P010074001,BF,11.0
CA-3-P010074001,CD,11.0
CA-3-P010074001,NE,11.0
CA-3-P010074001,SO,33.5
CA-3-P010074001,SS,33.5
XM-DAC-41122-Ethiopia-1410/A0/05/001/008,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/101/017,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/009,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/101/011,ET,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/003,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/017/003,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/001,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/008,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/013,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/017/012,SO,100.0
XM-DAC-41122-Somalia-3920/A0/06/019/015,SO,100.0
XM-DAC-41122-Rwanda-3750/A0/05/100/001,RW,100.0
XM-DAC-41122-Rwanda-3750/A0/05/100/007,RW,100.0
XM-DAC-928-SS-2026-27-13.001.AF01.SSD01,SS,100.0
DAC-1601-INV-077731,CM,49.0
DAC-1601-INV-077731,CD,51.0
XM-DAC-41122-Democratic Republic of Congo-0990/A0/05/301/003,CD,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/001,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/103/002,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/001/002,ET,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/101/004,ET,100.0
DAC-1601-INV-077662,CD,50.0
DAC-1601-INV-077662,NG,50.0
DAC-1601-INV-060372,CD,7.0
DAC-1601-INV-060372,KE,7.0
DAC-1601-INV-060372,NG,79.0
XM-DAC-69-2-2019000197,UG,100.0
GB-CHC-1082565-20210374,UG,100.0
GB-CHC-299717-UG0002,UG,100.0
FR-6-UG-1400,UG,
061660068-EAS25100033InvoiceNo2,UG,100.0
061660068-MIT2520114QuarterlyInvoice1,UG,100.0
061660068-UCH2510028Invoice1,UG,100.0
061660068-UCH2510028Invoice2,UG,100.0
US-EIN-061660068-EAS25100035InvoiceNo3,UG,100.0
US-EIN-061660068-EAS25100031InvoiceCountersignedAgreement,UG,100.0
US-EIN-061660068-YAL2510015InvoiceN2Revised,UG,100.0
US-EIN-061660068-NWU2310033Invoice,UG,100.0
US-EIN-061660068-HAC24100031bInvoice1IRBresearchprotocol,UG,100.0
US-EIN-061660068-YAL2510015InvoiceNo1,UG,100.0
sacu-LivingWithWildlife,UG,100.0
XM-DAC-69-2-2015000178,UG,100.0
BE-BCE_KBO-0418766123-prg2022-193-UG2022TEA531B134,UG,
XM-DAC-301-2-110755-001,UG,100.0
DAC-1601-INV-093517,UG,70.0
DAC-1601-INV-058707,UG,100.0
XM-DAC-41114-PROJECT-00096524,CD,
XM-DAC-41114-PROJECT-01002943,CD,
XM-DAC-41114-OUTPUT-01002943,CD,
BE-BCE_KBO-0264814354-COD22003,CD,
BE-BCE_KBO-0264814354-COD22009,CD,
BE-BCE_KBO-0264814354-COD22024,CD,
XM-DAC-41122-Ethiopia-1410/A0/05/308/007,ET,100.0
SE-0-SE-29-2022-04799_1,UG,100.0
XM-DAC-41122-Rwanda-3750/A0/04/230/002,RW,100.0
XM-DAC-69-2-2017000298,RW,100.0
XM-DAC-69-2-2017000297,RW,100.0
GB-1-204477,RW,100.0
GB-1-204477-104,RW,100.0
SE-0-SE-29-2022-02835,RW,100.0
XM-DAC-69-2-2020000262,ET,100.0
XM-DAC-69-2-2020000255,ET,100.0
XM-DAC-69-2-2020000225,ET,100.0
ET-CSA-0638-sacethiopia-DAWURONutrition,ET,100.0
ET-CSA-0976-ImprovedNutrition,ET,100.0
GB-COH-09288843-Ethiopia 2017-2021,ET,100.0
GB-COH-09288843-Addressing Maternal Nutrition and Wasting and Stunting in Under-fives in Ethiopia,ET,
FI-3-2013-2006060128,ET,100.0
FI-3-2012-2006060128,ET,100.0
FI-3-2014-2006060128,ET,100.0
GB-CHC-1076822-82604785,ET,100.0
GB-CHC-1076822-82604988,ET,100.0
GB-CHC-1076822-82605192,ET,100.0
XM-DAC-301-2-110856-001,ET,100.0
KR-GOV-010-KR-GOV-051-2024010101178,ET,
XI-IATI-EC_INTPA-2020-PCC-415029,ET,
DAC-1601-INV-037989,ET,87.0
DAC-1601-INV-086146,ET,100.0
DAC-1601-INV-080243,ET,100.0
DAC-1601-INV-042779,ET,100.0
DAC-1601-INV-044006,ET,100.0
DAC-1601-INV-044161,ET,100.0
DAC-1601-OPP1184363,ET,100.0
DAC-1601-INV-078600,ET,100.0
DAC-1601-INV-042705,ET,100.0
DAC-1601-INV-075466,ET,100.0
DE-1-202101129-6262,ET,100.0
GB-GOV-1-301474-412,ET,100.0
GB-GOV-1-301474-419,ET,100.0
CA-3-P011371001,ET,33.0
CA-3-P011371001,GH,33.0
CA-3-P011371001,UG,34.0
XM-DAC-41122-South Sudan-4040/A0/03/001/004,SS,100.0
SE-0-SE-29-2021-05727,TZ,100.0
DAC-1601-INV-088488,KE,25.0
DAC-1601-INV-088488,SN,41.0
DAC-1601-INV-088488,TZ,34.0
XM-DAC-41122-South Sudan-4040/A0/02/002/001,SS,100.0
XM-DAC-41122-South Sudan-4040/A0/03/002/006,SS,100.0
CH-4-2024-2024000371,TZ,
XM-DAC-928-TZ-2026-27-05.001.AF01.TZA01,TZ,100.0
XM-DAC-928-TZ-2026-27-13.001.AF01.TZA01,TZ,100.0
XM-DAC-50-21-Z05-25-01-01200,MA,15.56
XM-DAC-50-21-Z05-25-01-01200,UA,5.56
XM-DAC-50-21-Z05-25-01-01200,ET,16.67
XM-DAC-50-21-Z05-25-01-01200,EG,7.78
XM-DAC-50-21-Z05-25-01-01200,JO,10.0
XM-DAC-50-21-Z05-25-01-01200,MR,10.0
XM-DAC-50-21-Z05-25-01-01200,MZ,34.43
XM-DAC-41122-Somalia-3920/A0/06/102/002,SO,100.0
GB-COH-RC000297-SPHEIR - 1001,SO,100.0
XM-DAC-928-SO-2026-27-05.001.EM01.SOM01,SO,100.0
DE-1-202200707-6657,SO,100.0
DAC-1601-INV-095503,KE,19.0
DAC-1601-INV-095503,TZ,18.0
DAC-1601-INV-095503,BD,8.0
DAC-1601-INV-095503,ID,4.0
XM-DAC-69-2-2017000328,SS,100.0
47122-SSD,SS,
GB-CHC-1099776-3L,SS,100.0
GB-CHC-1099776-3L-SS,SS,100.0
XM-DAC-41301-763768,SS,
XM-DAC-928-SS-2026-27-04.001.AF01.SSD04,SS,100.0
XM-DAC-928-SS-2026-27-04.002.AF01.SSD02,SS,100.0
GB-GOV-1-300427-108,SS,100.0
XI-IATI-EC_INTPA-2021-ACT-61825,SS,
DAC-1601-INV-055726,CG,13.0
DAC-1601-INV-055726,ET,13.0
DAC-1601-INV-055726,KE,13.0
DAC-1601-INV-055726,MG,13.0
DAC-1601-INV-055726,MZ,12.0
DAC-1601-INV-055726,NG,12.0
DAC-1601-INV-055726,TZ,12.0
DAC-1601-INV-055726,UG,12.0
SE-0-SE-6-14600,UG,100.0
XM-DAC-69-2-2017000194,KE,100.0
KE-NCB-2180511703310709-ImprovedNutrition,KE,100.0
US-EIN-061660068-UCB2320024Invoice11Costreimbursable,KE,100.0
US-EIN-061660068-UCB2320024Invoice13,KE,100.0
US-EIN-061660068-UCB2320024Invoice9costreimbursable,KE,100.0
US-EIN-061660068-GB2210002Invoice6,KE,100.0
US-EIN-061660068-GB2210002InvoiceofClubInterventionPreparation,KE,100.0
US-EIN-061660068-NYU2410011Invoice1,KE,100.0
US-EIN-061660068-UCB2220021Invoice16,KE,100.0
US-EIN-061660068-UCB2320024Invoice12Costreimbursable,KE,100.0
US-EIN-061660068-UCB2320026Invoice,KE,100.0
US-EIN-061660068-PLAN2510002Invoice1,KE,100.0
US-EIN-061660068-PSI2310001Invoice3,KE,100.0
US-EIN-061660068-UCB2220021Invoice17,KE,100.0
US-EIN-061660068-UCB2220021Invoice19,KE,100.0
US-EIN-061660068-PLAN2510002Invoice2,KE,100.0
US-EIN-061660068-NYU2410011Invoice2,KE,100.0
US-EIN-061660068-GB22100029InvoiceforProgrammdNigeriasurveytoolstrainingmanualbackchecktools,KE,100.0
US-EIN-061660068-UCB2320026Invoice2,KE,100.0
US-EIN-061660068-UCB2220021Invoice18,KE,100.0
BE-BCE_KBO-0418766123-prg2022-176-KE2019TEA487A103,KE,
XI-IATI-EC_INTPA-2016-PCC-380039,KE,
DAC-1601-INV-079278,KE,100.0
DAC-1601-INV-070819,KE,100.0
DAC-1601-INV-033629,KE,100.0
GB-GOV-1-300143-403,KE,100.0
GB-GOV-1-300143-406,KE,100.0
GB-EDU-133903-107093EH,MW,33.0
GB-EDU-133903-107093EH,ZA,34.0
GB-EDU-133903-107093EH,TZ,33.0
DAC-1601-INV-094800,ET,20.0
DAC-1601-INV-094800,NG,20.0
DAC-1601-INV-094800,RW,20.0
DAC-1601-INV-094800,SN,20.0
DAC-1601-INV-094800,TZ,20.0
XM-DAC-928-CD-2026-27-13.001.AF01.COD01,CD,100.0
DAC-1601-INV-092145,UG,70.0
DAC-1601-INV-092145,IN,15.0
SE-0-SE-29-2020-04716,TZ,100.0
DAC-1601-INV-049906,ET,50.0
DAC-1601-INV-049906,MG,50.0
DAC-1601-INV-025356,ET,12.0
DAC-1601-INV-025356,NG,6.0
DAC-1601-INV-025356,TZ,11.0
DAC-1601-INV-025356,UG,6.0
DAC-1601-INV-025356,IN,13.0
DAC-1601-INV-025356,PK,11.0
DAC-1601-INV-025356,BD,12.0
DE-1-202123073,RW,100.0
GB-COH-04465125-NIHR-P89503,GB,60.0
GB-COH-04465125-NIHR-P89503,LK,7.3
GB-COH-04465125-NIHR-P89503,LB,18.3
GB-COH-04465125-NIHR-P89503,RW,14.4
FR-3-CCD1213,CD,100.0
FR-3-CCD121301,CD,100.0
XM-DAC-41122-Ethiopia-1410/A0/05/101/007,ET,100.0
XM-DAC-41122-Somalia-3920/A0/06/015/014,SO,100.0
CH-4-2025-2024000338,RW,
CH-4-2024-2024000338,RW,
XM-DAC-41122-Rwanda-3750/A0/05/002/003,RW,100.0
XM-DAC-41122-Somalia-3920/A0/06/001/013,SO,100.0
XM-DAC-69-2-2011000042,SS,100.0
XM-DAC-69-2-2011000033,SS,100.0
XM-DAC-69-2-2015000111,SS,100.0
XM-DAC-69-2-2018000156,SS,100.0
XM-DAC-69-2-2018000155,SS,100.0
XM-DAC-69-2-2020000136,SS,100.0
XM-DAC-69-2-2017000326,SS,100.0
GB-CHC-1099776-I8,SS,100.0
GB-CHC-1099776-I8-SS,SS,100.0
GB-CHC-1099776-I7,SS,100.0
GB-CHC-1099776-I7-SS,SS,100.0
GB-CHC-1099776-P5,SS,100.0
GB-CHC-1099776-P5-SS,SS,100.0
GB-CHC-1099776-I2,SS,100.0
GB-CHC-1099776-I2-SS,SS,100.0
GB-COH-03054929-879,SS,100.0
XI-IATI-EC_INTPA-2023-PC-28428,SS,
GB-CHC-1065972-DF246,SS,100.0
XM-DAC-928-SS-2026-27-03.001.AF01.SSD01,SS,100.0
XM-DAC-928-SS-2026-27-03.002.AF01.SSD03,SS,100.0
DE-1-202429413,SS,100.0
DE-1-202429470,SS,100.0
DE-1-202629020,SS,100.0
DE-1-202629426,SS,100.0
US-EIN-13-5660870-DF246,SS,100.0
US-EIN-27-1414646-MAMNCH1,CD,16.0
US-EIN-27-1414646-MAMNCH1,KE,17.0
US-EIN-27-1414646-MAMNCH1,NG,16.0
US-EIN-27-1414646-MAMNCH1,TZ,17.0
US-EIN-27-1414646-MAMNCH1,ZM,17.0
US-EIN-27-1414646-MAMNCH1,ZW,17.0
XM-DAC-301-2-110075-001,SL,10.0
XM-DAC-301-2-110075-001,GH,10.0
